Temperature,Humidity,LightIntensity
22.2,71,900
22.2,73,876
22.2,73,867
22.2,73,866
22.2,73,876
22.2,73,860
22.2,73,858
22.2,73,860
22.2,73,858
22.2,74,870
22.2,74,866
22.2,73,866
22.2,74,890
22.6,74,871
22.6,74,865
22.6,74,874
22.6,75,879
22.6,74,861
22.6,75,865
22.6,74,870
22.6,75,861
22.6,75,859
22.6,74,860
22.6,74,874
22.6,74,869
22.6,74,857
22.6,74,888
22.6,74,868
22.6,74,865
22.6,74,878
22.6,74,856
22.6,74,856
22.6,74,880
22.6,74,880
22.6,74,866
22.6,74,860
22.6,75,865
22.6,75,860
22.6,75,856
22.6,74,878
22.6,75,865
22.6,75,877
22.6,75,868
22.6,75,866
22.6,75,889
22.6,75,859
22.6,74,873
22.6,74,890
22.6,73,864
22.6,74,862
22.6,74,861
22.6,74,857
22.6,74,859
22.6,74,888
22.6,74,890
22.6,74,889
22.6,74,868
22.6,74,867
22.6,75,884
22.6,75,865
22.6,75,871
22.6,75,878
22.6,75,858
22.6,75,865
22.6,74,883
22.6,74,857
23.6,75,951
21.4,76,933
21.4,86,1024
21.4,85,1024
21.4,82,1024
21,81,692
21,81,689
26.2,73,653
26.7,73,627
26.7,74,684
26.7,73,624
26.7,72,614
26.7,72,689
26.7,71,649
26.7,72,691
26.7,72,685
26.7,71,644
27.1,84,636
27.1,85,662
28.1,86,749
29.1,87,578
30.1,88,855
31.1,89,861
28.5,93,812
28.5,91,888
28,84,734
28,81,676
27.6,83,992
27.6,84,629
27.6,84,615
27.6,84,598
27.6,84,653
27.6,84,850
28,83,869
27.6,81,819
27.6,81,890
27.6,81,835
28,80,825
28,80,818
28,80,836
28,80,811
29,81,692
26.7,82,852
26.7,82,717
26.7,82,627
26.2,79,714
27.2,80,821
24.8,75,858
24.8,75,907
25.3,75,933
25.3,75,913
25.3,74,884
25.3,74,873
25.3,73,893
25.3,73,869
25.3,73,874
25.3,73,878
25.3,74,869
25.3,74,893
25.8,73,871
25.8,74,876
25.8,74,893
25.8,74,880
25.8,74,884
25.8,73,868
25.8,74,877
25.8,73,876
25.8,73,878
25.8,73,873
25.8,73,982
25.8,73,307
25.8,70,389
25.8,69,879
26.8,70,825
27.8,71,841
25.3,74,797
25.3,74,904
25.3,73,849
25.3,73,808
25.8,73,826
25.8,73,846
25.8,73,833
25.8,73,825
25.8,73,847
25.8,73,890
25.8,73,824
25.8,73,822
25.8,73,848
25.8,72,812
25.8,73,831
25.8,73,841
25.8,73,822
25.8,73,847
25.8,73,824
25.8,73,820
25.8,73,845
25.8,72,816
25.8,72,811
25.8,72,488
26.2,66,904
26.2,68,802
26.2,70,917
26.2,71,261
26.2,66,944
27.1,66,931
28.1,67,814
29.1,68,846
27.1,69,852
27.1,69,856
26.7,69,898
26.7,70,794
27.7,71,637
28.7,72,634
26.7,70,865
26.7,70,724
26.7,69,317
27.6,70,614
27.6,70,1024
27.6,69,1024
27.6,69,1024
27.6,69,1024
27.6,69,1024
28,68,1024
28,67,1024
28,67,1024
28,67,1024
28,67,1024
28,66,1024
28,66,1024
28,67,1024
28,67,1024
28,67,1024
28,67,1024
28,67,1024
28,67,1024
28,67,1024
28,67,1024
28,67,1024
28.4,67,1024
28.5,66,1024
28.5,66,1024
28.5,66,1024
28.5,66,1024
28.5,66,1024
28.5,66,1024
28.5,66,662
28,78,619
28,78,665
28,78,624
28,78,652
28,77,710
28,77,691
28,76,642
28.5,76,628
28.5,76,682
28.5,76,673
28.5,76,628
28.5,76,615
28.5,75,625
28.5,75,644
29.4,52,624
29.6,53,313
29.8,46,317
30.2,41,374
26.2,58,602
26.2,59,644
26.4,51,620
26.7,49,980
26.7,49,607
26.7,48,600
26.7,48,610
26.7,48,607
27.1,48,640
27.1,48,620
27.1,48,618
27.1,48,664
27.1,48,676
27.1,48,653
27.1,48,615
27.1,49,604
27.1,49,637
27.1,49,670
27.6,49,648
27.6,49,663
27.6,49,622
27.6,50,614
27.6,48,620
27.6,49,662
27.6,49,604
27.6,49,627
27.6,49,618
27.6,49,633
27.6,49,601
27.6,49,628
27.6,49,604
27.7,49,616
28,49,613
28,49,670
28,49,645
28,49,602
28,49,646
29,50,725
30,51,710
31,52,735
32,53,804
33,54,794
34,55,798
35,56,817
36,57,814
29.3,58,789
30.3,59,816
31.3,60,777
32.3,61,768
33.3,47,764
33.3,48,812
32.8,49,813
32.8,49,797
32.8,49,814
32.8,49,788
32.8,48,775
32.8,48,810
32.8,48,772
32.8,49,780
32.8,49,769
32.8,49,776
32.8,49,775
32.8,49,788
32.8,49,769
33.3,48,768
33.3,48,766
33.3,49,771
33.3,49,801
33.3,48,818
33.3,48,814
33.3,47,817
33.3,47,805
33.3,48,773
33.3,50,798
33.3,48,738
33.3,48,744
33.3,48,741
33.3,48,720
33.3,48,712
33.3,49,674
33.3,48,718
33.3,48,664
33.3,48,735
33.3,49,665
33.3,49,668
33.3,49,705
33.3,49,716
33.3,49,715
33.3,49,687
33.3,49,705
33.3,49,713
33.3,49,810
33.3,49,682
33.3,48,691
33.3,49,729
33.3,49,694
33.3,49,687
33.3,49,696
33.3,49,738
33.3,49,732
33.3,49,753
33.3,49,715
33.3,49,722
33.3,49,720
33.3,49,734
33.3,49,687
33.3,49,715
33.3,49,805
33.3,49,802
33.3,49,788
33.3,49,778
33.3,49,781
33.3,49,824
33.3,49,813
33.3,49,787
33.3,48,740
33.3,49,749
33.3,48,774
33.3,48,750
33.3,48,750
33.3,48,740
33.3,48,711
33.3,48,721
33.3,48,703
33.3,48,686
33.3,48,741
33.3,48,696
33.3,48,792
33.3,48,783
33.3,48,814
33.3,48,788
34.3,49,819
33.3,48,830
33.3,48,817
33.3,48,811
33.3,48,816
33.3,48,811
33.3,48,823
33.3,48,800
32.8,49,806
32.8,49,811
32.8,49,802
32.8,49,805
32.8,49,784
32.8,49,825
32.8,49,812
32.8,49,811
32.8,49,787
32.8,49,784
32.8,49,782
32.8,49,800
32.8,49,783
32.8,49,780
32.8,49,788
32.8,49,793
32.8,49,796
33.2,48,787
33.3,48,830
33.3,48,796
33.3,48,826
33.3,48,821
33.3,48,798
33.3,48,793
34.3,49,805
35.3,50,784
36.3,51,813
37.3,52,802
38.3,53,825
23.8,54,782
24.8,55,762
25.8,56,765
26.8,57,740
27.8,58,775
28.8,59,806
29.8,60,798
30.8,61,812
31.8,62,797
32.8,63,800
33.8,57,797
33.8,57,762
33.3,56,759
33.3,56,788
33.3,56,746
32.8,58,766
32.8,58,774
32.8,58,756
32.8,58,770
32.8,58,758
32.8,58,759
32.8,58,786
32.8,58,759
32.8,58,790
32.8,58,753
32.8,58,754
32.8,58,798
32.8,58,777
32.8,58,784
32.8,58,760
32.8,58,796
32.8,58,807
32.8,58,788
32.8,59,780
32.8,58,801
32.8,59,759
32.8,59,773
33.2,58,775
33.3,57,806
33.3,57,801
33.3,57,798
33.3,57,806
33.3,57,766
33.3,57,778
33.3,57,787
33.3,58,805
33.3,58,774
33.3,58,782
33.3,58,781
33.3,58,774
33.3,58,806
33.3,58,763
33.3,58,780
33.3,58,778
33.3,59,792
33.3,59,781
33.3,59,760
33.3,59,783
33.3,59,804
33.3,59,777
33.3,59,774
33.3,59,801
33.3,59,787
33.3,59,769
33.3,59,777
33.3,59,764
33.3,59,769
33.3,59,787
33.3,59,788
33.3,59,782
33.3,59,769
33.3,59,770
33.3,59,760
33.3,59,805
33.3,59,776
33.3,59,782
33.3,59,795
33.3,59,769
33.3,59,797
33.3,59,806
33.3,59,806
33.3,59,765
33.3,59,759
33.3,59,777
33.3,59,769
33.3,59,776
33.3,59,801
33.3,59,774
33.3,59,763
33.3,59,763
33.3,59,765
33.3,59,773
33.3,60,782
33.3,59,794
33.3,60,802
33.3,60,784
33.3,60,814
34.3,61,681
35.3,62,668
36.3,63,717
37.3,64,665
38.3,65,742
39.3,66,754
28.3,67,662
29.3,68,289
30.3,69,783
31.3,70,267
32.3,71,681
33.3,66,814
33.3,61,817
32.8,57,841
32.8,58,846
32.3,58,833
32.3,58,847
32.3,58,812
32.3,59,780
32.3,59,747
32.3,59,732
32.3,59,739
32.3,60,752
31.8,61,725
32.3,60,750
32.3,60,722
31.8,60,730
31.8,61,760
31.8,61,749
31.8,62,748
31.8,62,768
31.9,62,753
32.3,62,753
32.3,62,747
32.3,63,738
32.3,64,727
32.3,64,766
32.3,65,745
29.3,62,654
29.3,63,821
29.3,63,820
29.8,63,796
29.8,62,794
29.3,63,768
29.3,63,769
29.3,63,777
29.3,63,796
29.3,64,794
29.3,63,768
29.3,63,763
29.3,63,794
29.3,62,785
29.3,63,773
29.3,63,759
29.3,63,821
29.3,63,769
29.3,63,770
29.3,63,766
29.3,63,795
29.3,63,794
29.3,63,758
29.3,63,777
29.8,65,648
28.9,60,622
28.9,60,690
28.9,61,661
28.9,60,717
28.9,60,646
28.9,60,712
29.3,60,701
29.3,59,663
29.3,59,657
29.3,59,655
29.3,59,715
29.3,60,675
29.3,59,658
29.3,59,722
29.3,59,654
29.3,58,684
29.3,58,655
29.3,58,675
29.3,58,727
29.3,58,655
29.3,59,720
29.3,58,724
29.3,58,722
29.3,58,657
29.3,58,663
29.3,58,653
29.3,58,694
29.3,58,693
29.3,59,713
29.3,59,722
29.3,59,685
29.3,59,722
29.3,59,665
29.3,59,701
29.3,61,708
29.3,60,666
29.3,60,673
29.3,60,681
29.3,60,696
29.3,60,777
29.3,60,762
29.3,60,795
29.3,60,786
29.8,59,801
29.8,60,782
29.8,60,786
29.8,60,768
29.8,60,782
29.8,60,798
29.8,61,756
29.8,60,775
29.8,60,785
29.8,60,778
29.8,60,788
29.8,60,782
29.8,59,766
29.8,59,759
29.8,59,760
29.8,59,769
29.8,60,746
29.8,60,765
29.8,60,754
29.8,60,754
27.1,71,784
27.1,71,973
27.1,70,652
26.7,69,484
26.7,69,442
25.7,69,389
26.7,70,801
26.7,70,676
32.2,52,814
33.2,53,702
34.2,54,727
34.2,55,738
28.8,63,665
29.8,64,686
30.8,65,722
31.8,66,724
32.8,67,646
33.8,68,710
33.8,68,688
33.8,67,740
33.9,67,732
34.2,67,708
34.2,67,692
34.2,67,702
34.2,66,726
34.2,66,675
34.2,66,675
34.2,66,664
34.2,66,712
34.2,66,692
34.2,66,716
34.2,66,665
34.2,66,658
34.2,66,512
34.2,66,569
34.2,66,517
35.2,67,542
34.2,66,606
34.2,66,608
34.2,66,606
34.2,66,574
34.2,66,552
34.2,66,567
34.2,65,556
34.2,65,572
35.2,62,786
35.2,62,763
35.2,62,744
35.2,62,768
35.2,62,465
36.2,63,452
35.6,67,461
35.6,66,746
35.6,65,733
35.6,65,583
35.6,65,554
