dhtTemp,dhthum,LDR value,rainValue,pressure,altitude,aqi value,rainStatusNum,weather_condition
35.2,63.17,524,762,1007.60077,36.6908,74,1,Rainy
33.4,70.21,549,763,1007.60626,36.69232,76,1,Rainy
33,61.1,535,764,1007.60608,36.49401,77,1,Rainy
33,60.54,503,765,1007.62976,36.81796,92,1,Rainy
33,62.81,505,766,1007.59106,36.72764,93,1,Rainy
33.4,64.92,518,767,1007.60181,36.83058,88,1,Rainy
33,63.05,454,768,1007.58954,37.01224,75,1,Rainy
33,63.22,434,769,1007.56781,37.03444,79,1,Rainy
33,63.49,448,770,1007.56519,36.78769,74,1,Rainy
34,66.05,441,500,1007.59467,36.95219,62,1,Rainy
34,67.51,435,501,1007.57501,36.49603,53,1,Rainy
34,64.89,424,502,1007.62952,36.30782,53,1,Rainy
34,66.79,445,503,1007.65204,36.06512,55,1,Rainy
34.2,77.73,470,504,1007.68103,36.19782,52,1,Rainy
33.6,62.9,447,505,1007.66516,36.02122,55,1,Rainy
34,53.55,438,506,1007.68628,36.08126,56,1,Rainy
34.6,53.95,467,507,1007.67908,36.14585,56,1,Rainy
37,62.71,519,508,1007.67139,36.37291,52,1,Rainy
35.2,57.37,520,509,1007.64423,36.50864,53,1,Rainy
35,50.95,537,510,1007.62799,36.54699,76,1,Rainy
35.6,53.57,497,511,1007.62341,36.53236,76,1,Rainy
34,59.05,540,512,1007.62518,36.71957,81,1,Rainy
35,58.96,551,513,1007.60278,33.50323,59,1,Rainy
35,60.08,425,525,1007.98737,33.06135,60,1,Rainy
36.2,55.31,449,526,1008.04016,32.89691,61,1,Rainy
39,64.88,413,527,1008.05981,32.68405,46,1,Rainy
41,55.27,455,528,1008.08533,32.6326,40,1,Rainy
39,62.33,422,529,1008.09143,32.33752,33,1,Rainy
38.1,65.6,426,530,1008.12671,32.50196,49,1,Rainy
37,67.2,418,531,1008.10706,32.27801,32,1,Rainy
37,65.44,429,532,1008.13385,32.32946,33,1,Rainy
37,61.5,451,533,1008.12769,32.60032,42,1,Rainy
35,61.14,481,534,1008.09534,32.29869,43,1,Rainy
34.5,56.06,450,535,1008.13141,32.03439,53,1,Rainy
34,53.12,474,536,1008.16296,32.10198,47,1,Rainy
30,70.95,436,537,1008.15491,32.11863,48,1,Rainy
33,64.5,431,538,1008.15289,31.86694,49,1,Rainy
36,67.94,471,980,1008.18304,31.60266,79,1,Rainy
35.7,60.36,457,981,1008.2146,31.14119,80,1,Rainy
36,58.6,458,982,1008.26984,30.6641,81,1,Rainy
35,60.48,432,983,1008.3269,30.57635,51,1,Rainy
32,62.85,446,984,1008.3374,30.28285,52,1,Rainy
33,46.95,479,985,1008.3725,29.85371,53,1,Rainy
31,44.01,433,805,1008.42383,29.89355,88,1,Rainy
34,45.5,472,806,1008.41907,29.5804,78,1,Rainy
34,52.89,463,807,1008.45648,29.11902,90,1,Rainy
34.5,48.65,437,808,1008.51172,28.75345,43,1,Rainy
35,42.86,483,809,1008.55542,28.79228,44,1,Rainy
35,60.79,439,810,1008.55078,28.34404,45,1,Rainy
35,60.66,490,811,1008.60443,28.03245,46,1,Rainy
36,47.7,743,812,1008.64166,28.02792,47,1,Rainy
34,71.07,707,813,1008.64221,28.14589,55,1,Rainy
36,66.25,466,814,1008.62811,28.20589,56,1,Rainy
36,49.62,202,815,1008.62091,28.22808,52,1,Rainy
32,60.05,165,816,1008.61829,28.04002,53,1,Rainy
34.1,49.33,241,817,1008.64081,27.9291,84,1,Rainy
34.3,57.61,258,818,1008.65405,27.69264,95,1,Rainy
36,59.5,231,819,1008.68237,50.32745,58,1,Rainy
36.5,67.16,249,820,1005.97717,50.29966,59,1,Rainy
36.6,70.89,515,821,1005.98047,50.51692,60,1,Rainy
37.4,73.52,462,822,1005.95453,50.34968,192,1,Rainy
33.7,73.07,516,823,1005.97455,50.40324,193,1,Rainy
35,79.87,504,824,1005.96814,50.20568,81,1,Rainy
34,64.26,511,825,1005.9917,50.10614,82,1,Rainy
33.2,70.27,492,826,1006.0036,50.22033,65,1,Rainy
35,75.13,500,827,1005.98999,50.34008,66,1,Rainy
34,73.47,477,828,1005.97565,50.37848,86,1,Rainy
35,74.57,501,829,1005.97107,50.54067,62,1,Rainy
36,67.85,509,830,1005.95172,50.27035,78,1,Rainy
36,66.91,476,831,1005.98401,50.26227,114,1,Rainy
36,63.44,477,832,1005.98499,50.09857,103,1,Rainy
36,66.46,478,833,1006.00452,50.16829,134,1,Rainy
35,65.89,479,834,1005.99615,50.05511,168,1,Rainy
34,71.15,480,835,1006.0097,50.07027,150,1,Rainy
33,77.72,481,836,1006.00787,49.86413,127,1,Rainy
35,68.46,482,837,1006.03247,49.80199,106,1,Rainy
36,70.92,483,838,1006.03992,49.81816,129,1,Rainy
36,72.79,484,839,1006.03796,49.8222,136,1,Rainy
34,69.44,485,840,1006.03748,49.72671,155,1,Rainy
35,70.84,486,841,1006.04889,49.68932,87,1,Rainy
34,72.1,487,842,1006.05334,49.92981,84,1,Rainy
32,66.5,488,843,1006.02466,50.09503,85,1,Rainy
34,56.97,489,844,1006.00494,50.28349,91,1,Rainy
32,65.22,490,845,1005.98242,50.21124,76,1,Rainy
34.2,68.41,491,846,1005.99103,50.11928,60,1,Rainy
32,77.69,492,847,1006.00201,49.80452,69,1,Rainy
33,74.05,493,848,1006.03961,49.79491,64,1,Rainy
33,74.77,494,849,1006.04077,48.49806,98,1,Rainy
30,74.75,495,850,1006.19562,48.54302,128,1,Rainy
31.2,78.2,496,851,1006.19025,48.29801,113,1,Rainy
34,72.78,497,852,1006.21948,48.31317,87,1,Rainy
34.1,64.97,498,853,1006.21765,48.48139,79,1,Rainy
34,72.73,499,854,1006.19757,48.47179,69,1,Rainy
32,67.49,500,855,1006.19873,48.4627,78,1,Rainy
31.5,61.64,501,856,1006.19983,48.40662,88,1,Rainy
33.6,63.12,502,857,1006.20654,48.30256,101,1,Rainy
30.4,68.01,503,858,1006.21893,48.26972,80,1,Rainy
34,80.59,504,859,1006.22284,48.10807,89,1,Rainy
33,75.27,505,860,1006.24219,48.16667,71,1,Rainy
31,73.19,506,861,1006.23517,48.06614,68,1,Rainy
33.6,69.82,478,862,1006.24719,47.99795,56,1,Rainy
32,73.07,479,863,1006.25531,48.22375,65,1,Rainy
32.8,73.61,480,864,1006.22833,48.27831,66,1,Rainy
32,74.29,481,865,1006.22186,48.22931,96,1,Rainy
33,77.41,482,866,1006.22766,48.25002,68,1,Rainy
31.9,74.76,483,867,1006.22522,48.26619,76,1,Rainy
32,74.44,484,868,1006.22327,48.35106,70,1,Rainy
33,77.18,485,869,1006.21313,48.39702,75,1,Rainy
34,74.74,486,870,1006.20764,48.33944,73,1,Rainy
32,78.01,487,871,1006.21454,48.43643,85,1,Rainy
32.5,84,488,872,1006.20294,48.47886,83,1,Rainy
33.2,72.18,489,873,1006.19788,48.45007,73,1,Rainy
33,72.76,490,874,1006.20135,48.3066,75,1,Rainy
32,83.51,491,875,1006.21844,48.05907,63,1,Rainy
32.6,73.31,492,876,1006.24799,48.17475,62,1,Rainy
34,82.72,493,877,1006.23419,48.22527,79,1,Rainy
31,72.94,147,878,1006.22815,48.20759,37,1,Rainy
29,80.1,148,879,1006.23029,48.33539,35,1,Rainy
30,72.4,149,880,1006.21503,48.04948,31,1,Rainy
32.8,83.16,150,881,1006.24915,48.12373,29,1,Rainy
33.2,83.01,151,882,1006.2403,47.78831,32,1,Rainy
34.2,76.65,152,883,1006.28033,47.46806,39,1,Rainy
34,77.27,153,884,1006.3186,47.29026,48,1,Rainy
34.3,76.99,154,885,1006.33984,47.16348,42,1,Rainy
33.2,73.02,155,886,1006.35498,47.25086,73,1,Rainy
33.3,74.21,156,887,1006.34454,47.32663,59,1,Rainy
33.6,75.41,157,888,1006.33545,47.40644,60,1,Rainy
31,74.84,158,889,1006.32593,47.38876,55,1,Rainy
33,78.24,159,890,1006.32806,47.49281,86,1,Rainy
34,88.89,160,891,1006.31561,47.33421,100,1,Rainy
30.1,81.42,161,892,1006.33459,47.1655,85,1,Rainy
32.9,78.36,162,893,1006.35474,47.12913,57,1,Rainy
31,80.82,163,894,1006.35907,47.10034,85,1,Rainy
30,80.49,164,895,1006.36249,47.41502,85,1,Rainy
30.6,76.82,165,896,1006.32495,47.3438,106,1,Rainy
30,77.85,166,897,1006.33344,47.45341,100,1,Rainy
33,80.02,167,898,1006.32031,47.33471,68,1,Rainy
33.1,85.09,168,899,1006.33453,47.30693,61,1,Rainy
28.5,87.28,169,900,1006.33783,47.1165,71,1,Rainy
30,86.14,170,901,1006.3606,46.94174,77,1,Rainy
34.1,84.97,171,902,1006.38147,47.10792,78,1,Rainy
35.1,74.13,172,903,1006.36157,47.3534,111,1,Rainy
35,68.16,173,904,1006.33228,47.49332,47,1,Rainy
31,59.44,174,905,1006.31555,47.52565,47,1,Rainy
30,64.74,175,906,1006.31171,47.41149,48,1,Rainy
33,74.93,176,907,1006.32532,47.38825,49,1,Rainy
33.7,65.27,177,908,1006.32813,47.55646,50,1,Rainy
30.7,71.26,178,909,1006.30804,47.40391,57,1,Rainy
30,84.41,179,910,1006.32623,47.38522,60,1,Rainy
33,85.29,180,911,1006.32849,47.52767,52,1,Rainy
34.2,78.94,181,912,1006.31146,47.77316,54,1,Rainy
33.8,87.96,182,913,1006.28217,47.7767,63,1,Rainy
32,91.18,183,914,1006.28174,47.75296,53,1,Rainy
34,94.71,184,915,1006.28455,47.82519,56,1,Rainy
34.7,90.09,185,916,1006.27594,48.0323,57,1,Rainy
34.6,86.29,186,917,1006.25122,48.05149,112,1,Rainy
34.7,84.87,187,918,1006.2489,47.83479,75,1,Rainy
34.4,80.25,188,919,1006.27478,47.84944,76,1,Rainy
34,78.41,189,920,1006.27307,47.86914,89,1,Rainy
34.6,76.87,190,921,1006.27069,47.83984,76,1,Rainy
34,79.13,191,922,1006.27417,47.82367,78,1,Rainy
32,89.11,192,923,1006.27612,47.82923,66,1,Rainy
34.2,87.82,193,924,1006.27545,47.70547,61,1,Rainy
34.4,91.92,194,925,1006.29022,47.68678,83,1,Rainy
34.2,83.48,195,926,1006.29248,47.61455,87,1,Rainy
33,80.53,196,927,1006.30109,47.63829,97,1,Rainy
30,84.32,197,928,1006.29828,47.8358,98,1,Rainy
27,88.61,198,929,1006.27466,47.88631,99,1,Rainy
28,88.25,199,930,1006.26862,47.90298,94,1,Rainy
29,84.21,200,931,1006.26666,48.07978,98,1,Rainy
31,85.44,201,932,1006.24554,48.23386,102,1,Rainy
33,85.13,202,933,1006.22717,48.39197,96,1,Rainy
30.3,87.85,203,934,1006.20825,48.63749,90,1,Rainy
33,87.58,204,935,1006.17896,48.86078,106,1,Rainy
31.5,86.69,205,936,1006.15228,49.028,82,1,Rainy
29,90.78,206,937,1006.13232,49.223,83,1,Rainy
31.7,84.19,207,938,1006.10901,49.48622,88,1,Rainy
33,77.51,208,939,1006.07764,49.43469,103,1,Rainy
33.5,81.3,209,940,1006.08374,49.368,76,1,Rainy
33.8,93.45,210,941,1006.09174,49.35638,68,1,Rainy
33,94.23,211,942,1006.09314,49.43873,75,1,Rainy
33,92.8,212,943,1006.08325,49.35386,76,1,Rainy
33,88.91,213,944,1006.09344,46.53817,77,1,Rainy
32.5,89.87,214,945,1006.42963,46.27806,89,1,Rainy
33.4,94.33,215,946,1006.46588,46.36898,79,1,Rainy
33.3,92.5,216,947,1006.44983,46.48413,65,1,Rainy
33.4,91.33,217,948,1006.4361,46.47858,80,1,Rainy
30.4,90.97,218,949,1006.43677,46.99326,81,1,Rainy
30,88.89,219,950,1006.37531,46.7993,52,1,Rainy
32,90.7,220,951,1006.39844,47.15944,89,1,Rainy
31,94.17,221,952,1006.35547,47.5802,59,1,Rainy
31.3,90.01,222,953,1006.30518,47.71709,62,1,Rainy
33,87.19,223,954,1006.28888,47.88833,52,1,Rainy
34,83.65,224,955,1006.26843,48.33994,53,1,Rainy
34,90.66,225,956,1006.21448,48.3748,61,1,Rainy
33.1,91.58,226,957,1006.21033,48.55817,57,1,Rainy
33.5,91.01,227,958,1006.18842,48.80824,49,1,Rainy
33.1,86.55,228,959,1006.15857,48.8335,48,1,Rainy
32.7,85.04,229,960,1006.15552,48.67841,49,1,Rainy
31.5,79.41,230,961,1006.17407,48.76934,50,1,Rainy
32.6,81.24,231,962,1006.16321,48.72791,56,1,Rainy
33,82.52,232,963,1006.16815,48.93504,80,1,Rainy
32.3,86.79,233,964,1006.14343,49.21088,121,1,Rainy
32,86.03,234,965,1006.11047,49.03962,122,1,Rainy
30,89.63,235,966,1006.13092,49.07599,142,1,Rainy
32,89.77,236,967,1006.12659,49.08155,154,1,Rainy
32,80.45,237,968,1006.12592,49.174,155,1,Rainy
33,78.52,238,969,1006.11487,31.20372,130,1,Rainy
29.8,90.03,239,970,1008.26233,30.945,109,1,Rainy
26,89.36,240,971,1008.29327,30.93592,113,1,Rainy
30.1,86.91,241,972,1008.29437,30.80279,91,1,Rainy
31.8,86.4,242,973,1008.3103,55.1811,77,1,Rainy
31.6,80.95,243,974,1005.39789,55.09416,80,1,Rainy
30,86.82,244,975,1005.40826,55.06484,81,1,Rainy
30,88.05,245,976,1005.41174,55.36409,82,1,Rainy
31,86.53,246,977,1005.37604,82.4099,83,1,Rainy
31,87.93,247,978,1003.39081,82.3952,84,1,Rainy
32,89.35,248,979,1003.39252,82.31461,85,1,Rainy
31.1,89.63,249,980,1003.40216,82.06678,149,1,Rainy
29.4,86.01,250,981,1003.4317,81.99026,133,1,Rainy
31,90.99,251,982,1003.4408,82.99026,134,1,Rainy
30.3,85.34,252,983,-70.73906,78.233,122,1,Rainy
30,92.2,253,984,1003.88861,78.48074,133,1,Rainy
30,85.04,254,985,1003.85907,77.70056,133,1,Rainy
31,88.04,255,986,1003.95209,78.25884,118,1,Rainy
30,88.82,256,987,1003.88556,77.24261,118,1,Rainy
30.4,90.65,257,988,1004.00671,77.13218,98,1,Rainy
30,86.67,258,989,1004.01984,76.41896,99,1,Rainy
29.4,82.84,259,400,1004.10492,75.39633,100,0,Cloudy
29,79.82,260,401,1004.22681,75.35683,75,0,Cloudy
28,79.79,261,402,1004.23157,74.75211,45,0,Cloudy
29,87.07,262,403,1004.30365,74.41634,61,0,Cloudy
29,84.16,263,404,1004.34369,74.41735,86,0,Cloudy
30,79.31,264,405,1004.34357,74.36469,70,0,Cloudy
29,81.89,265,406,1004.34985,74.51408,71,0,Cloudy
28,85.36,266,407,1004.33203,74.55105,72,0,Cloudy
29,80.62,267,408,1004.32764,74.77642,106,0,Cloudy
29,78.07,268,409,1004.30078,74.8063,120,0,Cloudy
28.1,73.68,269,410,1004.29718,74.70096,156,0,Cloudy
28,77.14,270,411,1004.30975,75.13043,182,0,Cloudy
28,91.4,271,412,1004.25854,75.35835,144,0,Cloudy
28.1,92.4,272,413,1004.23138,74.54092,145,0,Cloudy
28,86.42,273,414,1004.32886,74.51155,146,0,Cloudy
28,78.98,274,415,1004.33234,73.80965,64,0,Cloudy
29,81.24,275,416,1004.41608,73.11489,56,0,Cloudy
29,84.48,276,417,1004.4989,60.88821,80,0,Cloudy
30,83.95,277,418,1005.95807,60.93879,88,0,Cloudy
29,87.12,278,419,1005.95203,60.75671,102,0,Cloudy
28,84.68,279,420,1005.97375,60.36323,103,0,Cloudy
27,83.97,280,421,1006.02075,59.74927,104,0,Cloudy
27,73.54,281,422,1006.09406,59.12523,105,0,Cloudy
27,67.8,282,423,1006.16858,58.26054,106,0,Cloudy
27,66.61,283,424,1006.27185,57.87828,189,0,Cloudy
26,65.52,284,425,1006.3175,57.4571,190,0,Cloudy
26,68.61,285,426,1006.3678,57.01217,215,0,Cloudy
26.3,74.58,286,427,1006.42096,56.51671,216,0,Cloudy
27,70.58,287,428,1006.48016,55.58955,217,0,Cloudy
28,70.59,288,429,1006.59094,55.32113,145,0,Cloudy
28,66.61,289,430,1006.62299,54.69735,160,0,Cloudy
29,76.72,290,431,1006.69751,54.34909,130,0,Cloudy
27,87.5,291,432,1006.73914,49.87424,176,0,Cloudy
27,90,292,433,1007.27393,49.44833,245,0,Cloudy
25,93.04,293,434,1007.32483,49.09266,246,0,Cloudy
24.3,92.42,294,435,1007.36737,47.04226,209,0,Cloudy
26,81.72,295,436,1007.61249,57.9516,256,0,Cloudy
26,75.1,296,437,1006.30878,58.08559,266,0,Cloudy
26,67.23,297,438,1006.29272,58.07952,276,0,Cloudy
27,73.86,298,439,1006.29346,58.61197,218,0,Cloudy
27,74.6,299,440,1006.22986,58.26408,206,0,Cloudy
28,75.42,300,441,1006.27142,58.47949,207,0,Hazy
29,74.09,301,442,1006.24573,58.37381,180,0,Hazy
30,70.53,302,443,1006.2583,58.39909,217,0,Hazy
31,70.3,303,444,1006.25269,58.42083,211,0,Hazy
30,70.77,304,445,1006.23242,58.59073,90,0,Clear
27,75.81,305,446,1006.17206,59.0959,49,0,Clear
26,62.69,306,447,1006.14813,59.29615,46,0,Clear
26,62.55,307,448,1006.14807,59.29666,47,0,Clear
27,68.78,308,449,1005.62018,63.71789,81,0,Clear
33,74.49,309,450,1005.73767,62.73394,89,0,Clear
35,86.35,310,451,1005.80658,62.15677,136,0,Hazy
34,89.81,311,452,1005.84784,61.81129,199,0,Hazy
35,78.94,312,453,1005.73602,62.7476,221,0,Hazy
31,76.77,313,454,1005.7171,62.90594,178,0,Hazy
35,79.35,314,455,1005.73792,62.73192,179,0,Hazy
34,73.07,315,456,1005.63861,63.56359,119,0,Hazy
35,73.71,316,457,1005.63159,63.62228,153,0,Hazy
34,77.4,317,458,1005.64417,63.51705,202,0,Hazy
34,72.92,318,459,1005.78735,62.31762,191,0,Hazy
34,84.55,319,460,1005.8822,61.52348,183,0,Hazy
35,72.65,320,461,1005.94373,61.00808,210,0,Hazy
35,69.22,321,462,1005.83954,61.88058,304,0,Hazy
34,69.72,322,463,1005.77704,62.40413,312,0,Hazy
35.7,70.93,323,464,1006.10889,59.73157,304,0,Hazy
33.6,70.07,324,465,1006.07532,59.90604,306,0,Hazy
30.5,71.79,325,466,1006.17303,59.08781,302,0,Hazy
33,74.49,326,467,1006.19702,58.88705,298,0,Hazy
33.1,67.49,327,468,1006.20111,58.85267,274,0,Hazy
31,61.93,328,469,1006.20221,58.86329,270,0,Hazy
30,67.8,329,470,1006.09045,58.84357,302,0,Hazy
35,63.84,330,471,1006.01489,59.77961,257,0,Hazy
35,63.8,331,472,1005.97192,60.41228,212,0,Hazy
32,74.15,332,473,1005.93286,60.77188,256,0,Hazy
30.7,69.51,333,474,1006.03998,61.09912,301,0,Hazy
29,68.09,334,475,1006.05994,60.2019,274,0,Hazy
31,63.69,335,476,1006.0625,60.035,262,0,Hazy
32,68.59,336,477,1006.06372,60.01326,287,0,Hazy
34,74.99,337,478,1006.07947,60.00314,262,0,Hazy
34,71.88,338,479,1006.11029,59.87115,242,0,Hazy
32,70.95,339,480,1006.11237,59.61323,204,0,Hazy
31,68.38,340,481,1006.10187,59.59604,230,0,Hazy
34,68.43,341,482,1006.06299,59.68403,171,0,Hazy
34,66.09,342,483,1006.47546,60.00921,113,0,Hazy
32,64.28,343,484,1006.49249,56.55614,96,0,Clear
32,70.86,344,485,1006.53156,56.41358,56,0,Clear
34,68.54,345,486,1006.57422,56.08649,48,0,Clear
35,65.21,346,487,1006.61127,55.72908,91,0,Clear
35,67.28,347,488,1006.76526,55.4192,96,0,Clear
33,69.62,348,489,1006.7771,54.13023,111,0,Hazy
33,70.88,349,490,1006.80469,54.03116,143,0,Hazy
34.1,68.38,350,491,1006.82056,53.80018,141,0,Hazy
35,66.09,351,492,1006.85858,53.66776,130,0,Hazy
32,69.03,352,493,1007.26611,53.34935,149,0,Hazy
31,70.75,353,494,1007.21893,49.93941,150,0,Hazy
32,70.35,354,495,1007.18414,50.33401,159,0,Hazy
30,63.45,355,496,1007.1261,50.62505,178,0,Hazy
29,61.14,356,497,1007.08783,51.11063,159,0,Hazy
32,61.72,357,498,1007.03516,51.431,126,0,Hazy
35,59.84,358,499,1006.96155,51.87164,115,0,Hazy
35,86.58,359,500,1006.72192,52.48766,136,1,Rainy
35,91.59,360,501,1006.66565,54.49314,131,1,Rainy
35,80.09,361,502,1006.6106,54.96425,137,1,Rainy
34,78.65,362,503,1006.1283,55.42476,121,1,Rainy
31,73.1,363,504,1006.07642,59.46253,157,1,Rainy
33,70.42,364,505,1006.03003,59.89694,116,1,Rainy
32,70.86,365,506,1006.01733,60.06939,87,1,Rainy
32,71.14,366,507,1005.99475,60.39155,58,1,Rainy
34,64.23,367,508,1005.9588,60.5807,74,1,Rainy
34.1,64.47,368,509,1005.89203,60.88163,90,1,Rainy
34,62.72,369,510,765.70905,61.44104,61,1,Rainy
34,59.71,370,511,1005.73151,2301.18018,96,1,Rainy
35,63.29,371,512,1005.69409,62.78554,96,1,Rainy
35,64.43,372,513,1005.65204,63.09867,126,1,Rainy
34,64.84,373,514,1005.60571,63.45128,131,1,Rainy
31,67.37,374,515,1005.59344,63.83931,95,1,Rainy
32,64.31,375,516,1005.53247,63.94201,62,1,Rainy
34,66.2,376,517,1005.5022,64.4525,64,1,Rainy
35,64.89,377,518,1005.45673,64.70649,60,1,Rainy
33,66.25,378,519,1005.46588,65.08749,101,1,Rainy
33,64.39,379,520,1005.46753,65.01057,63,1,Rainy
30,66,380,521,1005.45221,64.99692,57,1,Rainy
28,67.1,381,522,1005.43378,65.12493,54,1,Rainy
32,68.5,382,523,1005.39783,65.27976,61,1,Rainy
32,67.87,383,524,1005.43829,65.58083,120,1,Rainy
33,65.17,384,525,1005.42596,65.24181,105,1,Rainy
31,68.67,385,526,1005.38428,65.34503,92,1,Rainy
33,67.63,386,527,1005.38513,65.69417,86,1,Rainy
28,68.89,387,528,1005.35828,65.68709,56,1,Rainy
30,64.46,388,529,1005.31622,65.91226,78,1,Rainy
30,58.81,389,530,1005.30658,66.26446,74,1,Rainy
32,62.97,390,531,1005.25256,66.44106,97,1,Rainy
35,67.34,391,532,1005.23328,66.79784,107,1,Rainy
33,65.58,392,533,1005.21564,66.95977,130,1,Rainy
34.6,69.31,393,534,1005.15564,67.10754,110,1,Rainy
33,68.93,394,535,1005.1463,67.61009,98,1,Rainy
30,69.38,395,536,1005.08685,67.68854,101,1,Rainy
28,67.03,396,537,1005.0614,68.18655,85,1,Rainy
33,67.53,397,538,1005.02716,68.39964,85,1,Rainy
34,67.47,398,539,1005.01526,68.68662,60,1,Rainy
34,66.79,399,540,1004.97888,68.78634,56,1,Rainy
34,66.19,400,541,1004.98138,69.09155,67,1,Rainy
34,73.41,401,542,1004.97925,69.0703,79,1,Rainy
34,59.58,402,780,1005.03815,69.08852,45,1,Rainy
33.1,53.94,403,781,1005.08673,68.59451,53,1,Rainy
34,63.03,404,782,1005.09424,68.18757,69,1,Rainy
35,63.52,405,783,1005.12872,68.12481,65,1,Rainy
35,63.88,406,784,1005.17719,67.83582,78,1,Rainy
34,57.04,407,785,1005.19122,67.42941,83,1,Rainy
35,56.31,408,786,1005.15393,67.312,64,1,Rainy
35,57.94,409,787,1005.11859,67.62426,102,1,Rainy
33,61.44,410,788,1005.1311,67.92033,92,1,Rainy
35,63.61,411,789,1005.89001,67.81557,58,1,Rainy
36,66.23,412,790,1005.8689,61.45773,76,1,Rainy
34,72.6,413,791,1005.85468,61.63476,78,1,Rainy
33,61,414,792,1005.8728,61.75362,91,1,Rainy
28,58.82,415,793,1005.83392,61.60188,124,1,Rainy
28,57.77,416,794,1005.71783,61.92763,75,1,Rainy
31,56.45,417,795,1005.65454,62.89987,73,1,Rainy
33,58.56,418,796,1007.76892,63.43003,101,1,Rainy
34,62,419,797,1007.87854,45.73412,64,1,Rainy
33,68.25,420,798,1007.91608,44.81752,80,1,Rainy
32,65.1,421,799,1008.46326,44.50342,85,1,Rainy
32,59.1,422,800,1008.49249,39.92932,80,1,Rainy
33,64.62,423,801,1008.5083,39.68502,84,1,Rainy
32,62.81,424,802,1002.45374,39.55278,79,1,Rainy
32,57.95,425,803,1002.39844,38.63369,91,1,Rainy
33,69.64,426,804,1002.40747,90.27671,79,1,Rainy
32,61.23,427,805,1002.38367,90.74081,82,1,Rainy
32,54.53,428,806,1002.3678,90.66524,45,1,Rainy
32,84.55,429,807,1002.31812,90.86509,41,1,Rainy
31,91.55,430,808,1002.32581,90.99849,78,1,Rainy
31,87.03,431,809,1003.56671,91.41545,124,1,Rainy
31,88.63,432,810,1003.54016,91.35103,73,1,Rainy
30,67.26,433,811,1003.51532,80.93363,71,1,Rainy
30,62.54,434,100,1002.98468,81.1566,79,0,Clear
30,62.7,435,101,1002.95538,81.36488,78,0,Clear
30,82.29,436,102,1002.93091,85.81832,57,0,Clear
31,83.26,437,103,1002.90533,86.06422,46,0,Clear
31,80.09,438,104,1002.91498,86.27006,58,0,Clear
31,65.17,439,105,1002.90814,86.48453,83,0,Clear
30,57.53,440,106,1002.89392,86.4034,109,0,Hazy
28,53.92,441,107,1002.91638,86.4612,148,0,Hazy
26,79.87,442,108,1002.94031,86.58035,158,0,Hazy
24,77.04,443,109,1002.88751,86.39174,146,0,Hazy
29,72,444,110,1002.69983,86.19096,133,0,Hazy
29,74.71,445,111,1002.66138,86.63409,122,0,Hazy
30,66.92,446,112,1002.62335,88.21006,126,0,Hazy
30,73.13,447,113,1002.56641,88.53309,131,0,Hazy
32,63.02,448,114,1002.58966,88.85207,124,0,Hazy
31,71.99,449,115,1002.51971,89.33031,106,0,Hazy
32,72.89,450,116,1002.5047,89.13506,95,0,Clear
31,68.72,451,117,1002.50983,89.72235,93,0,Clear
31,75.66,452,118,1002.49268,89.84864,104,0,Hazy
31,68.34,453,119,1002.48389,89.80553,80,0,Clear
29,76.75,454,120,1003.48389,89.94957,92,0,Clear
28,60.29,455,121,1004.48389,90.02311,88,0,Clear
34.72,67.61,,,1016.4,18.76572,50,0,Cloudy
34.9,68.08,,,1014.6,18.81962,78,0,Cloudy
34.87,67.17,,,1013.2,18.80803,45,0,Cloudy
34.81,62.98,,,1011.8,18.65893,43,0,Cloudy
34.78,62.64,,,1012.3,18.36929,72,0,Cloudy
34.8,59.2,,,1014.1,18.19249,46,0,Cloudy
34.81,60.31,,,1013.1,18.15824,74,0,Cloudy
34.82,68.99,,,1012.8,18.06455,55,0,Cloudy
34.81,65.34,,,1015.4,18.21163,72,0,Cloudy
34.8,61.83,,,1017.5,18.4514,51,0,Cloudy
34.8,66,,,1018.3,18.49874,43,0,Cloudy
34.78,65.74,,,1018.9,18.65137,41,0,Cloudy
34.8,61.97,,,1018.9,18.72089,52,0,Cloudy
34.74,59.85,,,1016.5,53.18661,72,0,Cloudy
34.79,65.81,,,1015.5,52.94553,44,0,Cloudy
34.79,69.58,,,1015.2,51.16066,71,0,Cloudy
34.79,75.61,,,1012.4,51.10608,40,0,Cloudy
34.77,75.79,,,1008,50.98734,39,0,Cloudy
34.74,73.93,,,1007.9,36.30126,69,0,Cloudy
34.71,74.3,,,1009.2,37.07531,49,0,Cloudy
34.71,57.27,,,1011.7,36.66053,67,0,Cloudy
34.71,46.36,,,1014,41.96621,48,0,Cloudy
34.71,48.12,,,1013.3,36.63429,48,0,Cloudy
34.69,47.86,,,1011.2,43.11381,45,0,Cloudy
34.33,54.38,,,1013,36.86086,64,0,Cloudy
34.49,51.18,,,1013.3,36.68222,49,0,Cloudy
34.49,56.29,,,1012.3,36.2392,74,0,Cloudy
34.5,62.94,,,1010.4,36.43144,94,0,Cloudy
34.49,51.84,,,1007.7,35.79568,122,0,Cloudy
34.5,69.23,,,1008.2,36.88407,190,0,Cloudy
34.52,73.69,,,1007.5,36.11154,198,0,Cloudy
34.54,60.43,,,1008.4,36.23768,174,0,Cloudy
34.55,56.58,,,1009.1,36.25282,168,0,Cloudy
