dhtTemp,dhthum,LDR value,rainValue,pressure,altitude,aqi value
28.5,87.28,169,900,1006.33783,47.1165,
30,86.14,170,901,1006.3606,46.94174,
34.1,84.97,171,902,1006.38147,47.10792,
35.1,74.13,172,903,1006.36157,47.3534,
35,68.16,173,904,1006.33228,47.49332,
31,59.44,174,905,1006.31555,47.52565,
30,64.74,175,906,1006.31171,47.41149,
33,74.93,176,907,1006.32532,47.38825,
33.7,65.27,177,908,1006.32813,47.55646,
30.7,71.26,178,909,1006.30804,47.40391,
30,84.41,179,910,1006.32623,47.38522,
33,85.29,180,911,1006.32849,47.52767,
34.2,78.94,181,912,1006.31146,47.77316,
33.8,87.96,182,913,1006.28217,47.7767,
32,91.18,183,914,1006.28174,47.75296,
34,94.71,184,915,1006.28455,47.82519,
34.7,90.09,185,916,1006.27594,48.0323,
34.6,86.29,186,917,1006.25122,48.05149,
34.7,84.87,187,918,1006.2489,47.83479,
34.4,80.25,188,919,1006.27478,47.84944,
34,78.41,189,920,1006.27307,47.86914,
34.6,76.87,190,921,1006.27069,47.83984,
34,79.13,191,922,1006.27417,47.82367,
32,89.11,192,923,1006.27612,47.82923,
34.2,87.82,193,924,1006.27545,47.70547,
34.4,91.92,194,925,1006.29022,47.68678,
34.2,83.48,195,926,1006.29248,47.61455,
33,80.53,196,927,1006.30109,47.63829,
30,84.32,197,928,1006.29828,47.8358,
27,88.61,198,929,1006.27466,47.88631,
28,88.25,199,930,1006.26862,47.90298,
29,84.21,200,931,1006.26666,48.07978,
31,85.44,201,932,1006.24554,48.23386,
33,85.13,202,933,1006.22717,48.39197,
30.3,87.85,203,934,1006.20825,48.63749,
33,87.58,204,935,1006.17896,48.86078,
31.5,86.69,205,936,1006.15228,49.028,
29,90.78,206,937,1006.13232,49.223,
31.7,84.19,207,938,1006.10901,49.48622,
33,77.51,208,939,1006.07764,49.43469,
33.5,81.3,209,940,1006.08374,49.368,
33.8,93.45,210,941,1006.09174,49.35638,
33,94.23,211,942,1006.09314,49.43873,
33,92.8,212,943,1006.08325,49.35386,
33,88.91,213,944,1006.09344,46.53817,
32.5,89.87,214,945,1006.42963,46.27806,
33.4,94.33,215,946,1006.46588,46.36898,
33.3,92.5,216,947,1006.44983,46.48413,
33.4,91.33,217,948,1006.4361,46.47858,
30.4,90.97,218,949,1006.43677,46.99326,
30,88.89,219,950,1006.37531,46.7993,
32,90.7,220,951,1006.39844,47.15944,
31,94.17,221,952,1006.35547,47.5802,
31.3,90.01,222,953,1006.30518,47.71709,
33,87.19,223,954,1006.28888,47.88833,
34,83.65,224,955,1006.26843,48.33994,
34,90.66,225,956,1006.21448,48.3748,
33.1,91.58,226,957,1006.21033,48.55817,
33.5,91.01,227,958,1006.18842,48.80824,
33.1,86.55,228,959,1006.15857,48.8335,
32.7,85.04,229,960,1006.15552,48.67841,
31.5,79.41,230,961,1006.17407,48.76934,
32.6,81.24,231,962,1006.16321,48.72791,
33,82.52,232,963,1006.16815,48.93504,
32.3,86.79,233,964,1006.14343,49.21088,
32,86.03,234,965,1006.11047,49.03962,
30,89.63,235,966,1006.13092,49.07599,
32,89.77,236,967,1006.12659,49.08155,
32,80.45,237,968,1006.12592,49.174,
33,78.52,238,969,1006.11487,31.20372,
29.8,90.03,239,970,1008.26233,30.945,
26,89.36,240,971,1008.29327,30.93592,
30.1,86.91,241,972,1008.29437,30.80279,
31.8,86.4,242,973,1008.3103,55.1811,
31.6,80.95,243,974,1005.39789,55.09416,
30,86.82,244,975,1005.40826,55.06484,
30,88.05,245,976,1005.41174,55.36409,
31,86.53,246,977,1005.37604,82.4099,
31,87.93,247,978,1003.39081,82.3952,
32,89.35,248,979,1003.39252,82.31461,
31.1,89.63,249,980,1003.40216,82.06678,
29.4,86.01,250,981,1003.4317,81.99026,
31,90.99,251,982,1003.4408,82.99026,
30.3,85.34,252,983,-70.73906,78.233,
30,92.2,253,984,1003.88861,78.48074,
30,85.04,254,985,1003.85907,77.70056,
31,88.04,255,986,1003.95209,78.25884,
30,88.82,256,987,1003.88556,77.24261,
30.4,90.65,257,988,1004.00671,77.13218,
30,86.67,258,989,1004.01984,76.41896,
29.4,82.84,259,400,1004.10492,75.39633,
29,79.82,260,401,1004.22681,75.35683,
28,79.79,261,402,1004.23157,74.75211,
29,87.07,262,403,1004.30365,74.41634,
29,84.16,263,404,1004.34369,74.41735,
30,79.31,264,405,1004.34357,74.36469,
29,81.89,265,406,1004.34985,74.51408,
28,85.36,266,407,1004.33203,74.55105,
29,80.62,267,408,1004.32764,74.77642,
29,78.07,268,409,1004.30078,74.8063,
28.1,73.68,269,410,1004.29718,74.70096,
28,77.14,270,411,1004.30975,75.13043,
28,91.4,271,412,1004.25854,75.35835,
28.1,92.4,272,413,1004.23138,74.54092,
28,86.42,273,414,1004.32886,74.51155,
28,78.98,274,415,1004.33234,73.80965,
29,81.24,275,416,1004.41608,73.11489,
29,84.48,276,417,1004.4989,60.88821,
30,83.95,277,418,1005.95807,60.93879,
29,87.12,278,419,1005.95203,60.75671,
28,84.68,279,420,1005.97375,60.36323,
27,83.97,280,421,1006.02075,59.74927,
27,73.54,281,422,1006.09406,59.12523,
27,67.8,282,423,1006.16858,58.26054,
27,66.61,283,424,1006.27185,57.87828,
26,65.52,284,425,1006.3175,57.4571,
26,68.61,285,426,1006.3678,57.01217,
26.3,74.58,286,427,1006.42096,56.51671,
27,70.58,287,428,1006.48016,55.58955,
28,70.59,288,429,1006.59094,55.32113,
28,66.61,289,430,1006.62299,54.69735,
29,76.72,290,431,1006.69751,54.34909,
27,87.5,291,432,1006.73914,49.87424,
27,90,292,433,1007.27393,49.44833,
25,93.04,293,434,1007.32483,49.09266,
24.3,92.42,294,435,1007.36737,47.04226,
26,81.72,295,436,1007.61249,57.9516,
26,75.1,296,437,1006.30878,58.08559,
26,67.23,297,438,1006.29272,58.07952,
27,73.86,298,439,1006.29346,58.61197,
27,74.6,299,440,1006.22986,58.26408,
28,75.42,300,441,1006.27142,58.47949,
29,74.09,301,442,1006.24573,58.37381,
30,70.53,302,443,1006.2583,58.39909,
31,70.3,303,444,1006.25269,58.42083,
30,70.77,304,445,1006.23242,58.59073,
27,75.81,305,446,1006.17206,59.0959,
26,62.69,306,447,1006.14813,59.29615,
26,62.55,307,448,1006.14807,59.29666,
27,68.78,308,449,1005.62018,63.71789,
33,74.49,309,450,1005.73767,62.73394,
35,86.35,310,451,1005.80658,62.15677,
34,89.81,311,452,1005.84784,61.81129,
35,78.94,312,453,1005.73602,62.7476,
31,76.77,313,454,1005.7171,62.90594,
35,79.35,314,455,1005.73792,62.73192,
34,73.07,315,456,1005.63861,63.56359,
35,73.71,316,457,1005.63159,63.62228,
34,77.4,317,458,1005.64417,63.51705,
34,72.92,318,459,1005.78735,62.31762,
34,84.55,319,460,1005.8822,61.52348,
35,72.65,320,461,1005.94373,61.00808,
35,69.22,321,462,1005.83954,61.88058,
34,69.72,322,463,1005.77704,62.40413,
35.7,70.93,323,464,1006.10889,59.73157,
33.6,70.07,324,465,1006.07532,59.90604,
30.5,71.79,325,466,1006.17303,59.08781,
33,74.49,326,467,1006.19702,58.88705,
33.1,67.49,327,468,1006.20111,58.85267,
31,61.93,328,469,1006.20221,58.86329,
30,67.8,329,470,1006.09045,58.84357,
35,63.84,330,471,1006.01489,59.77961,
35,63.8,331,472,1005.97192,60.41228,
32,74.15,332,473,1005.93286,60.77188,
30.7,69.51,333,474,1006.03998,61.09912,
29,68.09,334,475,1006.05994,60.2019,
31,63.69,335,476,1006.0625,60.035,
32,68.59,336,477,1006.06372,60.01326,
34,74.99,337,478,1006.07947,60.00314,
34,71.88,338,479,1006.11029,59.87115,
32,70.95,339,480,1006.11237,59.61323,
31,68.38,340,481,1006.10187,59.59604,
34,68.43,341,482,1006.06299,59.68403,
34,66.09,342,483,1006.47546,60.00921,
32,64.28,343,484,1006.49249,56.55614,
32,70.86,344,485,1006.53156,56.41358,
34,68.54,345,486,1006.57422,56.08649,
35,65.21,346,487,1006.61127,55.72908,
35,67.28,347,488,1006.76526,55.4192,
33,69.62,348,489,1006.7771,54.13023,
33,70.88,349,490,1006.80469,54.03116,
34.1,68.38,350,491,1006.82056,53.80018,
35,66.09,351,492,1006.85858,53.66776,
32,69.03,352,493,1007.26611,53.34935,
31,70.75,353,494,1007.21893,49.93941,
32,70.35,354,495,1007.18414,50.33401,
30,63.45,355,496,1007.1261,50.62505,
29,61.14,356,497,1007.08783,51.11063,
32,61.72,357,498,1007.03516,51.431,
35,59.84,358,499,1006.96155,51.87164,
35,86.58,359,500,1006.72192,52.48766,
35,91.59,360,501,1006.66565,54.49314,
35,80.09,361,502,1006.6106,54.96425,
34,78.65,362,503,1006.1283,55.42476,
31,73.1,363,504,1006.07642,59.46253,
33,70.42,364,505,1006.03003,59.89694,
32,70.86,365,506,1006.01733,60.06939,
32,71.14,366,507,1005.99475,60.39155,
34,64.23,367,508,1005.9588,60.5807,
34.1,64.47,368,509,1005.89203,60.88163,
34,62.72,369,510,765.70905,61.44104,
34,59.71,370,511,1005.73151,2301.18018,
35,63.29,371,512,1005.69409,62.78554,
35,64.43,372,513,1005.65204,63.09867,
34,64.84,373,514,1005.60571,63.45128,
31,67.37,374,515,1005.59344,63.83931,
32,64.31,375,516,1005.53247,63.94201,
34,66.2,376,517,1005.5022,64.4525,
35,64.89,377,518,1005.45673,64.70649,
33,66.25,378,519,1005.46588,65.08749,
33,64.39,379,520,1005.46753,65.01057,
30,66,380,521,1005.45221,64.99692,
28,67.1,381,522,1005.43378,65.12493,
32,68.5,382,523,1005.39783,65.27976,
32,67.87,383,524,1005.43829,65.58083,
33,65.17,384,525,1005.42596,65.24181,
31,68.67,385,526,1005.38428,65.34503,
33,67.63,386,527,1005.38513,65.69417,
28,68.89,387,528,1005.35828,65.68709,
30,64.46,388,529,1005.31622,65.91226,
30,58.81,389,530,1005.30658,66.26446,
32,62.97,390,531,1005.25256,66.44106,
35,67.34,391,532,1005.23328,66.79784,
33,65.58,392,533,1005.21564,66.95977,
34.6,69.31,393,534,1005.15564,67.10754,
33,68.93,394,535,1005.1463,67.61009,
30,69.38,395,536,1005.08685,67.68854,
28,67.03,396,537,1005.0614,68.18655,
33,67.53,397,538,1005.02716,68.39964,
34,67.47,398,539,1005.01526,68.68662,
34,66.79,399,540,1004.97888,68.78634,
34,66.19,400,541,1004.98138,69.09155,
34,73.41,401,542,1004.97925,69.0703,
34,59.58,402,780,1005.03815,69.08852,
33.1,53.94,403,781,1005.08673,68.59451,
34,63.03,404,782,1005.09424,68.18757,
35,63.52,405,783,1005.12872,68.12481,
35,63.88,406,784,1005.17719,67.83582,
34,57.04,407,785,1005.19122,67.42941,
35,56.31,408,786,1005.15393,67.312,
35,57.94,409,787,1005.11859,67.62426,
33,61.44,410,788,1005.1311,67.92033,
35,63.61,411,789,1005.89001,67.81557,
36,66.23,412,790,1005.8689,61.45773,
34,72.6,413,791,1005.85468,61.63476,
33,61,414,792,1005.8728,61.75362,
28,58.82,415,793,1005.83392,61.60188,
28,57.77,416,794,1005.71783,61.92763,
31,56.45,417,795,1005.65454,62.89987,
33,58.56,418,796,1007.76892,63.43003,
34,62,419,797,1007.87854,45.73412,
33,68.25,420,798,1007.91608,44.81752,
32,65.1,421,799,1008.46326,44.50342,
32,59.1,422,800,1008.49249,39.92932,
33,64.62,423,801,1008.5083,39.68502,
32,62.81,424,802,1002.45374,39.55278,
32,57.95,425,803,1002.39844,38.63369,
33,69.64,426,804,1002.40747,90.27671,
32,61.23,427,805,1002.38367,90.74081,
32,54.53,428,806,1002.3678,90.66524,
32,84.55,429,807,1002.31812,90.86509,
31,91.55,430,808,1002.32581,90.99849,
31,87.03,431,809,1003.56671,91.41545,
31,88.63,432,810,1003.54016,91.35103,
30,67.26,433,811,1003.51532,80.93363,
30,62.54,434,100,1002.98468,81.1566,
30,62.7,435,101,1002.95538,81.36488,
30,82.29,436,102,1002.93091,85.81832,
31,83.26,437,103,1002.90533,86.06422,
31,80.09,438,104,1002.91498,86.27006,
31,65.17,439,105,1002.90814,86.48453,
30,57.53,440,106,1002.89392,86.4034,
28,53.92,441,107,1002.91638,86.4612,
26,79.87,442,108,1002.94031,86.58035,
24,77.04,443,109,1002.88751,86.39174,
29,72,444,110,1002.69983,86.19096,
29,74.71,445,111,1002.66138,86.63409,
30,66.92,446,112,1002.62335,88.21006,
30,73.13,447,113,1002.56641,88.53309,
32,63.02,448,114,1002.58966,88.85207,
31,71.99,449,115,1002.51971,89.33031,
32,72.89,450,116,1002.5047,89.13506,
31,68.72,451,117,1002.50983,89.72235,
31,75.66,452,118,1002.49268,89.84864,
31,68.34,453,119,1002.48389,89.80553,
29,76.75,454,120,1003.48389,89.94957,
28,60.29,455,121,1004.48389,90.02311,
34.72,67.61,,,1016.4,18.76572,
34.9,68.08,,,1014.6,18.81962,
34.87,67.17,,,1013.2,18.80803,
34.81,62.98,,,1011.8,18.65893,
34.78,62.64,,,1012.3,18.36929,
34.8,59.2,,,1014.1,18.19249,
34.81,60.31,,,1013.1,18.15824,
34.82,68.99,,,1012.8,18.06455,
34.81,65.34,,,1015.4,18.21163,
34.8,61.83,,,1017.5,18.4514,
34.8,66,,,1018.3,18.49874,
34.78,65.74,,,1018.9,18.65137,
34.8,61.97,,,1018.9,18.72089,
34.74,59.85,,,1016.5,53.18661,
34.79,65.81,,,1015.5,52.94553,
34.79,69.58,,,1015.2,51.16066,
34.79,75.61,,,1012.4,51.10608,
34.77,75.79,,,1008,50.98734,
34.74,73.93,,,1007.9,36.30126,
34.71,74.3,,,1009.2,37.07531,
34.71,57.27,,,1011.7,36.66053,
34.71,46.36,,,1014,41.96621,
34.71,48.12,,,1013.3,36.63429,
34.69,47.86,,,1011.2,43.11381,
34.33,54.38,,,1013,36.86086,
34.49,51.18,,,1013.3,36.68222,
34.49,56.29,,,1012.3,36.2392,
34.5,62.94,,,1010.4,36.43144,
34.49,51.84,,,1007.7,35.79568,
34.5,69.23,,,1008.2,36.88407,
34.52,73.69,,,1007.5,36.11154,
34.54,60.43,,,1008.4,36.23768,
34.55,56.58,,,1009.1,36.25282,
34.55,83.72,,,1009.1,36.23466,
34.57,89.92,,,1007.8,36.04796,
34.58,84.21,,,1006.5,36.05402,
34.61,81.81,,,1007.9,36.51823,
34.61,69.92,,,1009.9,35.91325,
34.6,52.24,,,1013.4,35.8754,
34.38,56.26,,,1013.9,36.43346,
34.58,54.94,,,1013,36.22154,
34.59,52.22,,,1011.1,36.58585,
34.43,64.82,,,1009.3,36.40066,
33.1,69.39,,,1009.4,36.8003,
33.2,63.57,,,1011.4,36.91939,
33.18,77.15,,,1011.4,37.03141,
33.18,67.14,,,1012.9,36.73672,
33.16,69.91,,,1011.1,36.6908,
33.15,66.33,,,1009.4,36.69232,
33.14,63.61,,,1008.9,36.49401,
33.14,72.03,,,1009.2,36.81796,
33.15,74.93,,,1010,36.72764,
33.1,73.55,,,1009.9,36.83058,
32.9,76.15,,,1008.9,37.01224,
32.89,73.11,,,1007,37.03444,
33.05,74.87,,,1007.2,36.78769,
31.95,76.2,,,1008.6,36.95219,
32.33,73.83,,,1006.9,36.49603,
32.43,76.55,,,1005.3,36.30782,
32.4,64.99,,,1005.8,36.06512,
32.43,74.36,,,1007,36.19782,
32.44,77.63,,,1007.4,36.02122,
32.46,81.54,,,1007.4,36.08126,
32.51,78.07,,,1007.6,36.14585,
32.55,78.02,,,1007.4,36.37291,
32.49,75.25,,,1007.3,36.50864,
32.53,64.41,,,1006.7,36.54699,
32.55,53.54,,,1006.8,36.53236,
32.53,61.87,,,1007.6,36.71957,
32.5,62.28,,,1008.3,33.50323,
32.56,64.51,,,1007.8,33.06135,
31.79,67.49,,,1005.7,32.89691,
31.78,70.72,,,1005.7,32.68405,
31.75,64.16,,,1006.9,32.6326,
31.77,72.16,,,1006.8,32.33752,
31.75,74.93,,,1004.3,32.50196,
31.76,69.8,,,1005.3,32.27801,
31.65,73.2,,,1004,32.32946,
31.62,74.73,,,1003.3,32.60032,
31.48,78.37,,,1004.9,32.29869,
31.52,74.08,,,1004.2,32.03439,
31.39,72.45,,,1003.1,32.10198,
31.44,69.72,,,1005,32.11863,
31.5,71.36,,,1006.9,31.86694,
31.43,73.51,,,1006.3,31.60266,
31.33,72.96,,,1007.2,31.45337,
31.39,72.96,,,1007.5,31.14119,
31.45,71.85,,,1009.3,30.6641,
31.55,66.67,,,1010.3,30.57635,
31.67,69.16,,,1009.3,30.28285,
31.65,71.89,,,1007.8,29.85371,
31.64,72.82,,,1006.9,29.89355,
31.82,72.23,,,1008,29.5804,
31.76,65.32,,,1008.1,29.11902,
31.89,69.17,,,1007.5,28.75345,
32,72.46,,,1006.9,28.79228,
31.97,69.29,,,1007.8,28.34404,
32.07,71.66,,,1008.3,28.19682,
32.14,61.26,,,1007.8,28.03245,
32.04,73.04,,,1005.2,28.02792,
31.89,69.24,,,1003.1,28.14589,
31.89,72.54,,,1001.3,28.20589,
32,69.45,,,1001.9,28.22808,
31.99,71.72,,,1001.2,28.04002,
30.93,72.35,,,1003.2,27.9291,
30.98,63.09,,,1004,27.69264,
31.24,67.03,,,1002.2,50.32745,
31.07,63.15,,,1002.2,50.29966,
31.05,70.62,,,1003.2,50.51692,
31,67.4,,,1004.1,50.34968,
31.02,67.49,,,1003.6,50.40324,
31.47,65.4,,,1003.3,50.20568,
31.45,68.86,,,1003.3,50.10614,
31.55,69.67,,,1002.8,50.22033,
31.6,71.59,,,1001.5,50.34008,
31.54,78.76,,,998.8,50.37848,
31.53,77.43,,,997.5,50.54067,
31.51,80.7,,,1001.2,50.27035,
180,76.28,,,1001.8,50.26227,
24.82,75.31,,,1002.4,50.09857,
24.82,72.78,,,1001.7,50.16829,
24.82,71.61,,,1000,50.05511,
30.85,73.24,,,1001.2,50.07027,
31.48,72.48,,,1003.2,49.86413,
31.63,69.03,,,1003.2,49.80199,
31.65,71.94,,,1002,49.81816,
31.68,80.33,,,1001.3,49.8222,
31.7,76.21,,,999.9,49.72671,
31.72,84.39,,,996.9,49.68932,
31.72,81.05,,,997.4,49.92981,
31.74,73.57,,,999.8,50.09503,
31.76,77.13,,,1002,50.37848,
31.8,76.39,,,1001.4,50.28349,
31.79,76.36,,,1001.4,50.21124,
31.82,72.6,,,1001.5,50.11928,
31.8,76.43,,,1000,49.80452,
31.78,80.19,,,999.2,49.79491,
31.77,88.98,,,1000.8,48.49806,
31.78,78.43,,,1000,48.54302,
31.79,80.69,,,1000.1,48.29801,
31.79,88.73,,,999.7,48.31317,
31.8,86.5,,,998.1,48.48139,
31.81,84.12,,,998.7,48.47179,
31.8,81.37,,,1000,48.4627,
31.83,81.83,,,1000.3,48.40662,
31.84,85.59,,,1000.9,48.30256,
31.84,83.6,,,1000.1,48.26972,
31.85,83.3,,,998,48.10807,
31.86,86.85,,,997.2,48.16667,
31.88,88.86,,,998,48.06614,
31.89,86.51,,,998.9,47.99795,
31.89,87,,,998.7,48.06614,
31.93,83.35,,,999.2,48.22375,
31.93,90.71,,,1000.6,48.27831,
31.93,89.2,,,1001,48.22931,
31.94,88.99,,,1001,48.25002,
32.08,78.46,,,1002.3,48.26619,
32.11,80.09,,,1002.4,48.35106,
32.09,94.16,,,1001.6,48.39702,
32.06,90.13,,,1002,48.33944,
32.08,86.47,,,1001.5,48.43643,
32.09,82.67,,,1001.2,48.47886,
32.11,76.43,,,1000.5,48.45007,
33.45,73.4,,,999.2,48.3066,
33.57,75.6,,,998.5,48.05907,
33.58,78.29,,,998.5,48.17475,
33.62,88.63,,,997.6,48.22527,
33.64,92.81,,,997.7,48.20759,
33.51,89.61,,,1000.1,48.33539,
33.64,94.48,,,999.8,48.04948,
34.53,94.91,,,998.4,48.12373,
33.78,96.01,,,996.8,47.78831,
33.85,89.13,,,998.1,47.46806,
33.41,86.69,,,1000.7,47.29026,
32.61,87.31,,,1003.2,47.16348,
32.38,87.24,,,1004,47.25086,
32.44,80.64,,,1004,47.32663,
32.37,83.12,,,1002.9,47.40644,
32.65,83.38,,,1002.5,47.38876,
32.93,81.21,,,1002.1,47.49281,
33.16,87.28,,,1001,47.33421,
33.36,90.29,,,999.1,47.1655,
33.47,85.55,,,997.9,47.12913,
33.64,88.47,,,998,47.10034,
32.41,88.42,,,1000.7,47.41502,
32.54,88.31,,,1003.2,47.3438,
32.54,84.07,,,1003.4,47.45341,
32.01,86.02,,,1003.5,47.33471,
32.15,83.45,,,1001.8,47.30693,
32.18,84.04,,,1001.6,47.1165,
32.23,92.66,,,1002.8,46.94174,
32.25,91.48,,,1004.6,47.10792,
32.26,90.63,,,1005.5,47.3534,
32.28,81.16,,,1003.8,47.49332,
32.3,80.68,,,1001.6,47.52565,
32.33,83.7,,,999.6,47.41149,
32.33,82.93,,,1000.8,47.38825,
32.14,85.63,,,1003.6,47.55646,
32.29,85.43,,,1003.8,47.40391,
32.3,81.56,,,1003.1,47.38522,
32.16,83.24,,,1002.9,47.52767,
32.29,88.55,,,1003.3,47.77316,
32.15,79.54,,,1002,47.7767,
32.3,78.24,,,1001.1,47.75296,
32.31,78.84,,,999.3,47.82519,
32.3,85.61,,,999.6,48.0323,
32.32,86.53,,,1001.3,48.05149,
19.9,92.01,,,1003.9,47.83479,
20.6,83.89,,,1005,47.84944,
21.1,88.1,,,1004.9,47.86914,
19.9,92.24,,,1004,47.83984,
19.6,90.9,,,1003.5,47.82367,
18.5,79.18,,,1004.4,47.82923,
17.8,77.46,,,1005.1,47.70547,
19.1,84.14,,,1005.2,47.68678,
20,74.42,,,1005.5,47.61455,
19,77.45,,,1005.9,47.63829,
19.3,81.01,,,1006.2,47.8358,
18.2,77.82,,,1004.8,47.88631,
16.8,76.76,,,1006.9,47.90298,
15.7,77.44,,,1007.4,48.07978,
16.3,82.76,,,1007.5,48.23386,
17.1,82.52,,,1007.1,48.39197,
18.5,79.97,,,1006,48.63749,
19.5,76.09,,,1004.5,48.86078,
19.5,72.17,,,1003.4,49.028,
19.6,83.05,,,1002.6,49.223,
19,85.24,,,1002.4,49.48622,
18.8,90.4,,,1002,49.43469,
19.5,87.38,,,1003.6,49.368,
20.6,82.48,,,1005,49.35638,
21,80.4,,,1005.9,49.43873,
22.6,74.02,,,1007.1,49.35386,
21.6,72.69,,,1005.9,46.53817,
20.7,74.53,,,1004.3,46.27806,
19.3,72.27,,,1005.1,46.36898,
20.1,82.56,,,1006.2,46.48413,
21.3,87.46,,,1005.1,46.47858,
21.6,90.87,,,1005.5,46.99326,
20.3,90.16,,,1007.9,46.7993,
19.9,93.37,,,1007.3,47.15944,
21,83.14,,,1006.1,47.5802,
22.4,82.74,,,1006.8,47.71709,
22.6,76.02,,,1007.2,47.88833,
23.2,82.61,,,1007.2,48.0323,
21.9,79.09,,,1007.3,48.33994,
22.3,87.55,,,1006.7,48.3748,
23.5,87.99,,,1004.7,48.55817,
23.2,97.23,,,1000.2,48.80824,
23.3,88.28,,,1004.6,48.8335,
23.4,82.4,,,1005.6,48.67841,
24.7,79.21,,,1005.6,48.76934,
23.7,84.71,,,1004.9,48.72791,
23.2,78.53,,,1004.9,48.93504,
23.6,78,,,1005.3,49.21088,
24.5,74.94,,,1005.4,49.03962,
25,69.61,,,1005.2,49.07599,
26.5,78.78,,,1005.9,49.08155,
26.8,87.18,,,1006.1,49.174,
27.1,94.26,,,1002.7,31.20372,
26.2,92.98,,,1001.8,30.945,
24,78.18,,,1007,30.93592,
22.9,78.6,,,1008.4,30.80279,
23.9,77.04,,,1010.8,55.1811,
24.8,85.08,,,1013.4,55.09416,
25.3,84.47,,,1014.1,55.06484,
25.2,77.43,,,1012.7,55.36409,
26.6,72.59,,,1012.6,82.4099,
28,78.13,,,1013.7,82.3952,
26,82.32,,,1013.6,82.31461,
27.1,82.72,,,1013.4,82.06678,
27.2,77.2,,,1013.6,81.99026,
26.8,74.34,,,1012.1,78.233,
23.3,71.46,,,1011.9,78.48074,
23,69.3,,,1012.5,77.70056,
25.2,72.46,,,1012.5,78.25884,
25,68.39,,,1012.4,77.24261,
24.1,67.69,,,1012.7,77.13218,
23.5,69.14,,,1012.4,76.41896,
23.4,69.44,,,1011.4,75.39633,
24.1,65.26,,,1011.7,75.35683,
24.5,69.05,,,1012.2,74.75211,
26.3,65.22,,,1010.7,74.41634,
27.9,60.44,,,1009.9,74.41735,
26.7,67.5,,,1010.4,74.36469,
22.9,90.13,,,1011.7,74.51408,
24.4,90.16,,,1011.5,74.55105,
26.6,90.17,,,1011.2,74.77642,
28.1,87.2,,,1011.4,74.8063,
29.3,79.44,,,1011.9,74.70096,
29.3,74.34,,,1012.5,75.13043,
28.7,63.59,,,1012.6,75.35835,
29.5,56.3,,,1011.5,74.54092,
29.1,61.95,,,1011.6,74.51155,
29.4,65.17,,,1013.1,73.80965,
29.5,66.88,,,1014.8,73.11489,
30,67.16,,,1015,60.88821,
29.8,69.57,,,1013,60.93879,
29.6,71.68,,,1013.5,60.75671,
30.8,66.73,,,1015.1,60.36323,
29.6,68.39,,,1014.2,59.74927,
29.4,72.98,,,1013.8,59.12523,
29,72.43,,,1014.6,58.26054,
29.8,71.3,,,1014.6,57.87828,
30.2,69.43,,,1013.4,57.4571,
30.6,70.15,,,1012.9,57.01217,
31.3,73.51,,,1012.1,56.51671,
31.4,72.49,,,1012.4,55.58955,
30.5,75.32,,,1012.6,55.32113,
30,87.47,,,1011.2,54.69735,
29.3,92.13,,,1011,54.34909,
29.3,83.73,,,1013,49.87424,
29.1,80.14,,,1014.1,49.44833,
30.3,73.99,,,1014.4,49.09266,
30.1,75,,,1015.5,47.04226,
30.6,71.93,,,1016.1,57.9516,
29.7,67.12,,,1016.9,58.08559,
31.2,66.38,,,1017.8,58.07952,
30.1,78.69,,,1018,58.61197,
29.2,86.65,,,1018.1,58.26408,
30.4,81.01,,,1018.6,58.47949,
31.9,81.5,,,1018,58.37381,
31.9,78.6,,,1016.1,58.39909,
31.1,76.78,,,1014.2,58.42083,
31.5,71.92,,,1014.2,58.59073,
31.4,72.56,,,1014.2,59.0959,
30.5,63.76,,,1015.1,59.29615,
28.1,67.71,,,1015,59.29666,
29.2,71.27,,,1015.2,63.71789,
31.4,71.55,,,1016,62.73394,
31.4,75.38,,,1015.3,62.15677,
31.3,70.02,,,1013.5,61.81129,
31.8,74.36,,,1012.1,62.7476,
31.7,75.35,,,1011.4,62.90594,
31.6,68.78,,,1012.7,62.73192,
28.8,74.06,,,1014.8,63.56359,
30.1,74.85,,,1013.2,63.62228,
30.8,65.84,,,1012.5,63.51705,
31.1,66.12,,,1014.2,62.31762,
29.9,74.54,,,1016.3,61.52348,
31.2,69.73,,,1017,61.00808,
32.2,69.5,,,1016.8,61.88058,
29.6,73.55,,,1015.5,62.40413,
31.8,77.78,,,1014.5,59.73157,
31.2,75.61,,,1014.5,59.90604,
32.7,82.13,,,1015.1,59.08781,
32.8,75.21,,,1014.2,58.88705,
32.9,73.3,,,1013.6,58.85267,
32.9,68.36,,,1013.8,58.86329,
32.5,66.63,,,1014.1,58.84357,
32.8,66.54,,,1014.8,59.77961,
32.8,65.76,,,1013.6,60.41228,
31.9,66.97,,,1013.5,60.77188,
31,66.28,,,1012.7,61.09912,
31.2,63.17,,,1011.5,60.2019,
29.3,70.21,,,1009.7,60.035,
29.2,61.1,,,1010.7,60.01326,
29,60.54,,,1011.8,60.00314,
31.4,62.81,,,1013,59.87115,
31.4,64.92,,,1013.8,59.61323,
32.7,63.05,,,1014.4,59.59604,
33.6,63.22,,,1012.7,59.68403,
31.7,63.49,,,1011.6,60.00921,
30.7,66.05,,,1012.1,56.55614,
32,67.51,,,1012.4,56.41358,
31,64.89,,,1013.3,56.08649,
29.5,66.79,,,1012.9,55.72908,
30.7,77.73,,,1015.4,55.4192,
