Temperature,Humidity,LightIntensity,Label
23,75,714,0
23,75,705,1
23,75,756,0
23,75,726,1
23,75,715,0
23,75,726,1
23,75,744,0
23,75,711,1
23,76,721,0
23,76,753,1
23,76,734,0
23,75,706,0
23,75,708,1
23,76,725,0
23,76,720,1
23,76,720,0
23,75,734,1
23,75,745,0
22.7,75,750,1
23,75,716,0
23,75,765,1
23,75,745,0
23,75,728,0
23,75,816,1
23,75,856,0
23,76,847,1
23,76,835,0
23,76,860,1
23,75,811,0
23,77,835,1
23,76,823,0
23.4,77,811,1
23.4,75,831,0
23.4,75,805,0
23.4,74,826,1
23.4,74,814,0
23.4,73,807,1
23.4,74,831,0
23.4,73,848,1
23.4,75,834,0
23.8,74,835,1
23.8,74,820,0
23.8,74,842,1
23.8,74,805,0
23.8,73,826,0
23.8,73,855,1
23.8,73,843,0
24.1,73,816,1
23.8,73,850,0
23.8,73,857,1
23.8,73,856,0
23.8,73,826,1
23.8,73,853,0
23.8,73,845,1
23.8,73,845,0
23.8,73,822,0
23.8,73,812,1
23.8,73,806,0
23.8,73,800,1
24.1,73,831,0
24.1,73,818,1
24.1,73,845,0
24.1,73,813,1
23.8,73,806,0
23.8,73,816,1
23.8,73,840,0
23.8,73,828,0
23.8,73,814,1
23.8,73,809,0
23.8,73,833,1
24,73,856,0
24.1,73,812,1
24.1,73,856,0
24.1,73,810,1
24.1,73,825,0
24.1,73,836,1
24.1,72,812,0
24.1,72,820,0
24.1,72,820,1
24.1,72,842,0
24.1,72,814,1
24.1,72,829,0
23.4,77,837,1
23.4,77,802,0
23.8,77,834,1
23.8,77,812,0
23.8,76,832,1
23.8,76,825,0
23.8,77,760,0
24.1,76,706,1
24.1,75,722,0
24.1,75,747,1
24.1,75,758,0
24.1,75,769,1
24.1,75,758,0
24.1,74,721,1
24.1,74,760,0
24.1,74,732,1
24.1,74,729,0
24.1,74,710,0
24.1,74,770,1
24.1,74,703,0
24.1,74,720,1
24.1,74,745,0
24.1,74,726,1
24.1,74,749,0
24.1,75,716,1
24.1,75,732,0
24.1,74,776,1
24.1,74,757,0
24.1,75,734,0
24.1,75,738,1
24.1,75,729,0
24.1,74,733,1
24.1,76,721,0
24.1,76,744,1
24.1,76,714,0
24.1,76,737,1
24.1,76,736,0
24.1,75,729,1
24.1,75,723,0
24.1,74,748,0
24.1,74,768,1
24.1,74,716,0
24.1,74,773,1
24.1,74,720,0
24.2,74,754,1
24.5,74,765,0
24.5,73,771,1
24.5,73,711,0
24.5,74,777,1
24.1,73,770,0
24.1,74,746,0
24.1,74,773,1
24.1,74,746,0
24.1,73,720,1
24.5,73,740,0
24.2,73,776,1
24.1,74,773,0
24.1,75,766,1
24.1,75,720,0
24.1,76,709,1
24.1,75,768,0
24.1,75,703,0
24.1,75,725,1
24.1,75,773,0
24.1,77,738,1
24.5,77,723,0
24.5,76,714,1
24.1,75,774,0
24.1,74,774,1
24.2,75,703,0
24.5,75,762,1
24.5,76,774,0
18.6,74,735,0
18.6,74,702,1
18.6,74,708,0
18.6,73,732,1
18.6,73,748,0
18.6,73,738,1
18.6,73,701,0
18.6,73,721,1
18.6,73,720,0
18.6,73,702,1
18.6,73,728,0
18.6,73,717,0
18.6,73,715,1
18.6,73,722,0
18.6,73,739,1
18.6,73,703,0
18.6,72,736,1
18.6,72,768,0
18.6,72,709,1
18.6,72,720,0
18.6,73,721,1
18.6,73,734,0
18.6,73,700,0
19,73,710,1
19,73,696,0
18.8,73,768,1
19,73,735,0
19.8,84,786,1
19.8,86,774,0
19.8,86,741,1
19.8,86,793,0
19.8,85,780,1
20.2,85,775,0
20.2,84,780,0
20.2,84,754,1
20.2,84,800,0
20.2,85,749,1
20.2,83,802,0
20.2,82,742,1
20.2,82,817,0
20.2,82,824,1
20.2,82,834,0
20.2,82,859,1
20.2,82,829,0
20.2,82,864,0
20.2,82,860,1
20.2,81,850,0
20.2,81,866,1
20.2,81,824,0
20.2,81,830,1
20.2,81,817,0
20.2,81,861,1
20.2,81,738,0
20.2,80,745,1
20.2,80,738,0
20.2,80,744,0
20.2,81,794,1
20.2,80,736,0
20.2,80,773,1
20.2,81,760,0
20.2,81,768,1
20.2,81,747,0
20.2,81,774,1
20.2,81,748,0
20.2,81,746,1
20.2,81,782,0
20.2,81,800,0
20.2,81,784,1
20.2,82,754,0
20.2,82,769,1
20.2,81,782,0
20.2,81,756,1
20.3,82,754,0
20.6,82,741,1
20.6,82,775,0
20.6,82,740,1
20.6,82,749,0
20.6,82,842,0
20.6,82,825,1
20.6,82,849,0
20.6,81,832,1
20.6,80,825,0
20.6,80,821,1
20.6,80,848,0
20.6,80,745,1
20.6,80,785,0
20.6,80,798,1
20.2,80,749,0
20.6,80,774,0
20.6,80,750,1
20.6,79,797,0
20.6,79,752,1
20.6,79,788,0
20.2,79,776,1
20.2,79,736,0
20.2,80,798,1
20.2,80,738,0
20.2,80,762,1
20.2,80,739,0
20.2,80,736,0
20.2,80,735,1
20.2,80,795,0
20.2,79,787,1
20.2,79,756,0
20.2,80,792,1
20.6,79,764,0
20.2,79,749,1
20.2,80,746,0
20.2,80,798,1
20.2,80,741,0
20.2,80,756,0
20.2,79,766,1
20.2,79,775,0
20.2,79,780,1
20.2,79,745,0
20.2,79,769,1
20.2,80,788,0
20.6,80,750,1
21.8,70,843,0
21.8,71,885,1
21.8,71,865,0
21.8,71,865,0
21.8,71,859,1
21.8,71,841,0
21.8,71,878,1
21.8,71,841,0
21.8,71,867,1
22.8,72,976,0
23.8,73,842,1
24.8,74,726,0
25.8,75,691,1
26.8,76,710,0
27.8,77,701,0
28.8,78,842,1
29.8,79,853,0
30.8,80,849,1
31.8,81,865,0
32.8,82,844,1
33.8,83,800,0
33.8,38,849,1
33.2,37,846,0
28.5,45,867,1
25.8,53,627,0
24.1,58,428,0
23.8,62,355,1
23,63,364,0
23,63,352,1
22.6,65,974,0
20.6,80,861,1
20.6,81,878,0
21,81,842,1
21,81,835,0
21,81,113,1
21.8,71,316,0
21.8,70,1024,0
22.2,67,871,1
22.3,69,866,0
19.4,82,812,1
19.4,82,329,0
19.4,82,847,1
19.4,80,852,0
19.4,82,835,1
19.4,82,840,0
19.5,82,832,1
19.8,82,927,0
19.4,82,825,0
19.4,82,836,1
19.4,82,806,0
19.4,82,834,1
19.8,82,868,0
19.8,82,874,1
19.8,82,336,0
20.2,79,351,1
20.2,76,704,0
21.4,73,798,1
21.4,73,845,0
21.4,73,796,0
21.4,72,835,1
21.4,72,840,0
21.4,72,798,1
21.4,71,818,0
21.4,72,833,1
21.8,72,806,0
21.8,72,806,1
21.8,72,843,0
21.8,72,809,1
21.8,72,811,0
21.8,72,801,0
21.8,71,796,1
21.8,71,814,0
21.8,71,797,1
21.8,71,786,0
21.8,71,811,1
21.8,71,840,0
22.8,69,1024,1
23.8,69,849,0
24.8,70,848,1
25.8,71,849,0
26.8,72,543,0
27.8,73,487,1
27.6,67,482,0
28,64,502,1
25.8,60,379,0
25.8,60,421,1
25.8,58,377,0
26.8,59,376,1
27.8,60,384,0
27.1,58,388,1
27.1,57,389,0
27.1,56,382,0
22.2,70,877,1
22.2,71,900,0
22.2,73,876,1
22.2,73,867,0
22.2,73,866,1
22.2,73,876,0
22.2,73,860,1
22.2,73,858,0
22.2,73,860,1
22.2,73,858,0
22.2,74,870,0
22.2,74,866,1
22.2,73,866,0
22.2,74,890,1
22.6,74,871,0
22.6,74,865,1
22.6,74,874,0
22.6,75,879,1
22.6,74,861,0
22.6,75,865,1
22.6,74,870,0
22.6,75,861,0
22.6,75,859,1
22.6,74,860,0
22.6,74,874,1
22.6,74,869,0
22.6,74,857,1
22.6,74,888,0
22.6,74,868,1
22.6,74,865,0
22.6,74,878,1
22.6,74,856,0
22.6,74,856,0
22.6,74,880,1
22.6,74,880,0
22.6,74,866,1
22.6,74,860,0
22.6,75,865,1
22.6,75,860,0
22.6,75,856,1
22.6,74,878,0
22.6,75,865,1
22.6,75,877,0
22.6,75,868,0
22.6,75,866,1
22.6,75,889,0
22.6,75,859,1
22.6,74,873,0
22.6,74,890,1
22.6,73,864,0
22.6,74,862,1
22.6,74,861,0
22.6,74,857,1
22.6,74,859,0
22.6,74,888,0
22.6,74,890,1
22.6,74,889,0
22.6,74,868,1
22.6,74,867,0
22.6,75,884,1
22.6,75,865,0
22.6,75,871,1
22.6,75,878,0
22.6,75,858,1
22.6,75,865,0
22.6,74,883,0
22.6,74,857,1
23.6,75,951,0
21.4,76,933,1
21.4,86,1024,0
21.4,85,1024,1
21.4,82,1024,0
21,81,692,1
21,81,689,0
26.2,73,653,1
26.7,73,627,0
26.7,74,684,0
26.7,73,624,1
26.7,72,614,0
26.7,72,689,1
26.7,71,649,0
26.7,72,691,1
26.7,72,685,0
26.7,71,644,1
27.1,84,636,0
27.1,85,662,1
28.1,86,749,0
29.1,87,578,0
30.1,88,855,1
31.1,89,861,0
28.5,93,812,1
28.5,91,888,0
28,84,734,1
28,81,676,0
27.6,83,992,1
27.6,84,629,0
27.6,84,615,1
27.6,84,598,0
27.6,84,653,0
27.6,84,850,1
28,83,869,0
27.6,81,819,1
27.6,81,890,0
27.6,81,835,1
28,80,825,0
28,80,818,1
28,80,836,0
28,80,811,1
29,81,692,0
26.7,82,852,0
26.7,82,717,1
26.7,82,627,0
26.2,79,714,1
27.2,80,821,0
24.8,75,858,1
24.8,75,907,0
25.3,75,933,1
25.3,75,913,0
25.3,74,884,1
25.3,74,873,0
25.3,73,893,0
25.3,73,869,1
25.3,73,874,0
25.3,73,878,1
25.3,74,869,0
25.3,74,893,1
25.8,73,871,0
25.8,74,876,1
25.8,74,893,0
25.8,74,880,1
25.8,74,884,0
25.8,73,868,0
25.8,74,877,1
25.8,73,876,0
25.8,73,878,1
25.8,73,873,0
25.8,73,982,1
25.8,73,307,0
25.8,70,389,1
25.8,69,879,0
26.8,70,825,1
27.8,71,841,0
25.3,74,797,0
25.3,74,904,1
25.3,73,849,0
25.3,73,808,1
25.8,73,826,0
25.8,73,846,1
25.8,73,833,0
25.8,73,825,1
25.8,73,847,0
25.8,73,890,1
25.8,73,824,0
25.8,73,822,0
25.8,73,848,1
25.8,72,812,0
25.8,73,831,1
25.8,73,841,0
25.8,73,822,1
25.8,73,847,0
25.8,73,824,1
25.8,73,820,0
25.8,73,845,1
25.8,72,816,0
25.8,72,811,0
25.8,72,488,1
26.2,66,904,0
26.2,68,802,1
26.2,70,917,0
26.2,71,261,1
26.2,66,944,0
27.1,66,931,1
28.1,67,814,0
29.1,68,846,1
27.1,69,852,0
27.1,69,856,0
26.7,69,898,1
26.7,70,794,0
27.7,71,637,1
28.7,72,634,0
26.7,70,865,1
26.7,70,724,0
26.7,69,317,1
27.6,70,614,0
27.6,70,1024,1
27.6,69,1024,0
27.6,69,1024,0
27.6,69,1024,1
27.6,69,1024,0
28,68,1024,1
28,67,1024,0
28,67,1024,1
28,67,1024,0
28,67,1024,1
28,66,1024,0
28,66,1024,1
28,67,1024,0
28,67,1024,0
28,67,1024,1
28,67,1024,0
28,67,1024,1
28,67,1024,0
28,67,1024,1
28,67,1024,0
28,67,1024,1
28.4,67,1024,0
28.5,66,1024,1
28.5,66,1024,0
28.5,66,1024,0
28.5,66,1024,1
28.5,66,1024,0
28.5,66,1024,1
28.5,66,662,0
28,78,619,1
28,78,665,0
28,78,624,1
28,78,652,0
28,77,710,1
28,77,691,0
28,76,642,0
28.5,76,628,1
28.5,76,682,0
28.5,76,673,1
28.5,76,628,0
28.5,76,615,1
28.5,75,625,0
28.5,75,644,1
29.4,52,624,0
29.6,53,313,1
29.8,46,317,0
30.2,41,374,0
26.2,58,602,1
26.2,59,644,0
26.4,51,620,1
26.7,49,980,0
26.7,49,607,1
26.7,48,600,0
26.7,48,610,1
26.7,48,607,0
27.1,48,640,1
27.1,48,620,0
27.1,48,618,0
27.1,48,664,1
27.1,48,676,0
27.1,48,653,1
27.1,48,615,0
27.1,49,604,1
27.1,49,637,0
27.1,49,670,1
27.6,49,648,0
27.6,49,663,1
27.6,49,622,0
27.6,50,614,0
27.6,48,620,1
27.6,49,662,0
27.6,49,604,1
27.6,49,627,0
27.6,49,618,1
27.6,49,633,0
27.6,49,601,1
27.6,49,628,0
27.6,49,604,1
27.7,49,616,0
28,49,613,0
28,49,670,1
28,49,645,0
28,49,602,1
28,49,646,0
29,50,725,1
30,51,710,0
31,52,735,1
32,53,804,0
33,54,794,1
34,55,798,0
35,56,817,0
36,57,814,1
29.3,58,789,0
30.3,59,816,1
31.3,60,777,0
32.3,61,768,1
33.3,47,764,0
33.3,48,812,1
32.8,49,813,0
32.8,49,797,1
32.8,49,814,0
32.8,49,788,0
32.8,48,775,1
32.8,48,810,0
32.8,48,772,1
32.8,49,780,0
32.8,49,769,1
32.8,49,776,0
32.8,49,775,1
32.8,49,788,0
32.8,49,769,1
33.3,48,768,0
33.3,48,766,0
33.3,49,771,1
33.3,49,801,0
33.3,48,818,1
33.3,48,814,0
33.3,47,817,1
33.3,47,805,0
33.3,48,773,1
33.3,50,798,0
33.3,48,738,1
33.3,48,744,0
33.3,48,741,0
33.3,48,720,1
33.3,48,712,0
33.3,49,674,1
33.3,48,718,0
33.3,48,664,1
33.3,48,735,0
33.3,49,665,1
33.3,49,668,0
33.3,49,705,1
33.3,49,716,0
33.3,49,715,0
33.3,49,687,1
33.3,49,705,0
33.3,49,713,1
33.3,49,810,0
33.3,49,682,1
33.3,48,691,0
33.3,49,729,1
33.3,49,694,0
33.3,49,687,1
33.3,49,696,0
33.3,49,738,0
33.3,49,732,1
33.3,49,753,0
33.3,49,715,1
33.3,49,722,0
33.3,49,720,1
33.3,49,734,0
33.3,49,687,1
33.3,49,715,0
33.3,49,805,1
33.3,49,802,0
33.3,49,788,0
33.3,49,778,1
33.3,49,781,0
33.3,49,824,1
33.3,49,813,0
33.3,49,787,1
33.3,48,740,0
33.3,49,749,1
33.3,48,774,0
33.3,48,750,1
33.3,48,750,0
33.3,48,740,0
33.3,48,711,1
33.3,48,721,0
33.3,48,703,1
33.3,48,686,0
33.3,48,741,1
33.3,48,696,0
33.3,48,792,1
33.3,48,783,0
33.3,48,814,1
33.3,48,788,0
34.3,49,819,0
33.3,48,830,1
33.3,48,817,0
33.3,48,811,1
33.3,48,816,0
33.3,48,811,1
33.3,48,823,0
33.3,48,800,1
32.8,49,806,0
32.8,49,811,1
32.8,49,802,0
32.8,49,805,0
32.8,49,784,1
32.8,49,825,0
32.8,49,812,1
32.8,49,811,0
32.8,49,787,1
32.8,49,784,0
32.8,49,782,1
32.8,49,800,0
32.8,49,783,1
32.8,49,780,0
32.8,49,788,0
32.8,49,793,1
32.8,49,796,0
33.2,48,787,1
33.3,48,830,0
33.3,48,796,1
33.3,48,826,0
33.3,48,821,1
33.3,48,798,0
33.3,48,793,1
34.3,49,805,0
35.3,50,784,0
36.3,51,813,1
37.3,52,802,0
38.3,53,825,1
23.8,54,782,0
24.8,55,762,1
25.8,56,765,0
26.8,57,740,1
27.8,58,775,0
28.8,59,806,1
29.8,60,798,0
30.8,61,812,0
31.8,62,797,1
32.8,63,800,0
33.8,57,797,1
33.8,57,762,0
33.3,56,759,1
33.3,56,788,0
33.3,56,746,1
32.8,58,766,0
32.8,58,774,1
32.8,58,756,0
32.8,58,770,0
32.8,58,758,1
32.8,58,759,0
32.8,58,786,1
32.8,58,759,0
32.8,58,790,1
32.8,58,753,0
32.8,58,754,1
32.8,58,798,0
32.8,58,777,1
32.8,58,784,0
32.8,58,760,0
32.8,58,796,1
32.8,58,807,0
32.8,58,788,1
32.8,59,780,0
32.8,58,801,1
32.8,59,759,0
32.8,59,773,1
33.2,58,775,0
33.3,57,806,1
33.3,57,801,0
33.3,57,798,0
33.3,57,806,1
33.3,57,766,0
33.3,57,778,1
33.3,57,787,0
33.3,58,805,1
33.3,58,774,0
33.3,58,782,1
33.3,58,781,0
33.3,58,774,1
33.3,58,806,0
33.3,58,763,0
33.3,58,780,1
33.3,58,778,0
33.3,59,792,1
33.3,59,781,0
33.3,59,760,1
33.3,59,783,0
33.3,59,804,1
33.3,59,777,0
33.3,59,774,1
33.3,59,801,0
33.3,59,787,0
33.3,59,769,1
33.3,59,777,0
33.3,59,764,1
33.3,59,769,0
33.3,59,787,1
33.3,59,788,0
33.3,59,782,1
33.3,59,769,0
33.3,59,770,1
33.3,59,760,0
33.3,59,805,0
33.3,59,776,1
33.3,59,782,0
33.3,59,795,1
33.3,59,769,0
33.3,59,797,1
33.3,59,806,0
33.3,59,806,1
33.3,59,765,0
33.3,59,759,1
33.3,59,777,0
33.3,59,769,0
33.3,59,776,1
33.3,59,801,0
33.3,59,774,1
33.3,59,763,0
33.3,59,763,1
33.3,59,765,0
33.3,59,773,1
33.3,60,782,0
33.3,59,794,1
33.3,60,802,0
33.3,60,784,0
33.3,60,814,1
34.3,61,681,0
35.3,62,668,1
36.3,63,717,0
37.3,64,665,1
38.3,65,742,0
39.3,66,754,1
28.3,67,662,0
29.3,68,289,1
30.3,69,783,0
31.3,70,267,0
32.3,71,681,1
33.3,66,814,0
33.3,61,817,1
32.8,57,841,0
32.8,58,846,1
32.3,58,833,0
32.3,58,847,1
32.3,58,812,0
32.3,59,780,1
32.3,59,747,0
32.3,59,732,0
32.3,59,739,1
32.3,60,752,0
31.8,61,725,1
32.3,60,750,0
32.3,60,722,1
31.8,60,730,0
31.8,61,760,1
31.8,61,749,0
31.8,62,748,1
31.8,62,768,0
31.9,62,753,0
32.3,62,753,1
32.3,62,747,0
32.3,63,738,1
32.3,64,727,0
32.3,64,766,1
32.3,65,745,0
29.3,62,654,1
29.3,63,821,0
29.3,63,820,1
29.8,63,796,0
29.8,62,794,0
29.3,63,768,1
29.3,63,769,0
29.3,63,777,1
29.3,63,796,0
29.3,64,794,1
29.3,63,768,0
29.3,63,763,1
29.3,63,794,0
29.3,62,785,1
29.3,63,773,0
29.3,63,759,0
29.3,63,821,1
29.3,63,769,0
29.3,63,770,1
29.3,63,766,0
29.3,63,795,1
29.3,63,794,0
29.3,63,758,1
29.3,63,777,0
29.8,65,648,1
28.9,60,622,0
28.9,60,690,0
28.9,61,661,1
28.9,60,717,0
28.9,60,646,1
28.9,60,712,0
29.3,60,701,1
29.3,59,663,0
29.3,59,657,1
29.3,59,655,0
29.3,59,715,1
29.3,60,675,0
29.3,59,658,0
29.3,59,722,1
29.3,59,654,0
29.3,58,684,1
29.3,58,655,0
29.3,58,675,1
29.3,58,727,0
29.3,58,655,1
29.3,59,720,0
29.3,58,724,1
29.3,58,722,0
29.3,58,657,0
29.3,58,663,1
29.3,58,653,0
29.3,58,694,1
29.3,58,693,0
29.3,59,713,1
29.3,59,722,0
29.3,59,685,1
29.3,59,722,0
29.3,59,665,1
29.3,59,701,0
29.3,61,708,0
29.3,60,666,1
29.3,60,673,0
29.3,60,681,1
29.3,60,696,0
29.3,60,777,1
29.3,60,762,0
29.3,60,795,1
29.3,60,786,0
29.8,59,801,1
29.8,60,782,0
29.8,60,786,0
29.8,60,768,1
29.8,60,782,0
29.8,60,798,1
29.8,61,756,0
29.8,60,775,1
29.8,60,785,0
29.8,60,778,1
29.8,60,788,0
29.8,60,782,1
29.8,59,766,0
29.8,59,759,0
29.8,59,760,1
29.8,59,769,0
29.8,60,746,1
29.8,60,765,0
29.8,60,754,1
29.8,60,754,0
27.1,71,784,1
27.1,71,973,0
27.1,70,652,1
26.7,69,484,0
26.7,69,442,0
25.7,69,389,1
26.7,70,801,0
26.7,70,676,1
32.2,52,814,0
33.2,53,702,1
34.2,54,727,0
34.2,55,738,1
28.8,63,665,0
29.8,64,686,1
30.8,65,722,0
31.8,66,724,0
32.8,67,646,1
33.8,68,710,0
33.8,68,688,1
33.8,67,740,0
33.9,67,732,1
34.2,67,708,0
34.2,67,692,1
34.2,67,702,0
34.2,66,726,1
34.2,66,675,0
34.2,66,675,0
34.2,66,664,1
34.2,66,712,0
34.2,66,692,1
34.2,66,716,0
34.2,66,665,1
34.2,66,658,0
34.2,66,512,1
34.2,66,569,0
34.2,66,517,1
35.2,67,542,0
34.2,66,606,0
34.2,66,608,1
34.2,66,606,0
34.2,66,574,1
34.2,66,552,0
34.2,66,567,1
34.2,65,556,0
34.2,65,572,1
35.2,62,786,0
35.2,62,763,1
35.2,62,744,0
35.2,62,768,0
35.2,62,465,1
36.2,63,452,0
35.6,67,461,1
35.6,66,746,0
35.6,65,733,1
35.6,65,583,0
35.6,65,554,1
